20170101_avg_rad,20170201_avg_rad,20170301_avg_rad,20170401_avg_rad,20170501_avg_rad,20170601_avg_rad,20170701_avg_rad,20170801_avg_rad,20170901_avg_rad,20171001_avg_rad,20171101_avg_rad,20171201_avg_rad,20180101_avg_rad,20180201_avg_rad,20180301_avg_rad,20180401_avg_rad,20180501_avg_rad,20180601_avg_rad,20180701_avg_rad,20180801_avg_rad,20180901_avg_rad,20181001_avg_rad,20181101_avg_rad,20181201_avg_rad,20190101_avg_rad,20190201_avg_rad,20190301_avg_rad,20190401_avg_rad,20190501_avg_rad,20190601_avg_rad,20190701_avg_rad,20190801_avg_rad,20190901_avg_rad,20191001_avg_rad,20191101_avg_rad,20191201_avg_rad,20200101_avg_rad,20200201_avg_rad,20200301_avg_rad,20200401_avg_rad,20200501_avg_rad,20200601_avg_rad,20200701_avg_rad,20200801_avg_rad,20200901_avg_rad,20201001_avg_rad,20201101_avg_rad,20201201_avg_rad,20210101_avg_rad,20210201_avg_rad,20210301_avg_rad,20210401_avg_rad,20210501_avg_rad,20210601_avg_rad,20210701_avg_rad,20210801_avg_rad,20210901_avg_rad,20211001_avg_rad,20211101_avg_rad,20211201_avg_rad,20220101_avg_rad,ADM1_CODE,ADM2_NAME,EXP2_YEAR,ADM1_NAME,DISP_AREA,Shape_Leng,STATUS,STR2_YEAR,ADM0_NAME,ADM0_CODE,Shape_Area,ADM2_CODE,system:index
25.657536762084533,32.75308177235104,30.061633316282173,27.236079431433875,23.60255981906514,23.338047868657895,21.690533459477336,23.44428791956304,24.551687354489584,30.791060299277476,28.316452346094728,25.831714306522453,27.97886697678416,30.065196873806148,28.349927245851685,26.896888514022322,22.77238140370215,23.168230972718913,22.218994354644316,22.754398163335452,23.198476157988416,25.384137135339213,30.410598840683505,27.260696637683854,26.457586329258774,27.052835484231867,29.30567128758677,27.48129055111449,24.505110510472225,24.01639222871398,23.657024745869965,20.916962110080977,23.660465156026625,29.091993560927573,24.248874306945698,23.10033930745966,25.666700588395777,29.479169653788144,26.719162586428684,23.832783837465186,22.981303909970915,22.073126817168806,20.825824810850342,19.9051740200155,22.36282576644962,23.286027604938837,30.109708935758878,25.90046062810673,21.826042696684038,27.02880564084503,27.929474126348453,27.618342298816657,23.54922103728157,22.192939643650966,23.5192967863739,22.864098590765664,22.1174537075016,24.286506556712936,23.693337158350108,26.435800441282204,23.748932395974492,1489,Delhi,3000,Delhi,NO,2.06443050934,Member State,1000,India,115,0.138635096676,17633,00010000000000000db8
