201701_tmmx,201702_tmmx,201703_tmmx,201704_tmmx,201705_tmmx,201706_tmmx,201707_tmmx,201708_tmmx,201709_tmmx,201710_tmmx,201711_tmmx,201712_tmmx,201801_tmmx,201802_tmmx,201803_tmmx,201804_tmmx,201805_tmmx,201806_tmmx,201807_tmmx,201808_tmmx,201809_tmmx,201810_tmmx,201811_tmmx,201812_tmmx,201901_tmmx,201902_tmmx,201903_tmmx,201904_tmmx,201905_tmmx,201906_tmmx,201907_tmmx,201908_tmmx,201909_tmmx,201910_tmmx,201911_tmmx,201912_tmmx,202001_tmmx,202002_tmmx,202003_tmmx,202004_tmmx,202005_tmmx,202006_tmmx,202007_tmmx,202008_tmmx,202009_tmmx,202010_tmmx,202011_tmmx,202012_tmmx,202101_tmmx,202102_tmmx,202103_tmmx,202104_tmmx,202105_tmmx,202106_tmmx,202107_tmmx,202108_tmmx,202109_tmmx,202110_tmmx,202111_tmmx,202112_tmmx,ADM1_CODE,ADM2_NAME,EXP2_YEAR,ADM1_NAME,DISP_AREA,Shape_Leng,STATUS,STR2_YEAR,ADM0_NAME,ADM0_CODE,Shape_Area,ADM2_CODE,system:index
212.0517311459276,252.77879662124084,306.7696049812767,381.2510972950056,403.3882562400962,385.260348150161,355.5578324533697,345.35824615114325,347.04913989527495,341.80621578206814,277.8011944344206,232.49921521022114,229.81683556510225,264.6092995087829,329.1692498137934,379.5661862409899,409.38847833867055,395.6875671055006,351.9697229178067,342.45020046494585,336.9494896094151,329.40290797273803,290.48463161870495,224.3141547675222,206.02095828312414,231.22068292806367,287.1711442767596,371.3075569029462,398.1206292824882,401.1527694872525,358.6471496748177,346.6124880080769,347.64681276964797,335.622066333002,298.93151687514415,207.5501400414131,200.79883848943226,237.26944803071567,286.58666588869113,346.7580287265148,377.7765231769328,380.51151801741554,355.2731361316175,341.39157838803095,357.65060858159734,331.295713605642,272.62892375220116,225.8272153258026,204.02820574811997,258.7564980512862,325.9392474272289,364.715340955573,371.641689966297,383.2188341671045,361.06875922891743,346.3846903885229,337.1562467327651,332.6074101076108,278.89371482080895,225.70203077726646,1489,Delhi,3000,Delhi,NO,2.06443050934,Member State,1000,India,115,0.138635096676,17633,00010000000000000db8
