country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
IN,India,Delhi,,2020-12-07,-36.0,-13.0,-40.0,-31.0,-35.0,8.0
IN,India,Delhi,,2020-12-08,-42.0,-22.0,-45.0,-42.0,-38.0,12.0
IN,India,Delhi,,2020-12-09,-38.0,-14.0,-44.0,-29.0,-33.0,8.0
IN,India,Delhi,,2020-12-10,-36.0,-14.0,-46.0,-29.0,-34.0,9.0
IN,India,Delhi,,2020-12-11,-37.0,-13.0,-47.0,-29.0,-33.0,10.0
IN,India,Delhi,,2020-12-12,-40.0,-18.0,-52.0,-30.0,-26.0,9.0
IN,India,Delhi,,2020-12-13,-38.0,-15.0,-48.0,-22.0,-14.0,6.0
IN,India,Delhi,,2020-12-14,-38.0,-15.0,-48.0,-30.0,-32.0,11.0
IN,India,Delhi,,2020-12-15,-37.0,-13.0,-46.0,-29.0,-32.0,11.0
IN,India,Delhi,,2020-12-16,-38.0,-12.0,-48.0,-28.0,-30.0,11.0
IN,India,Delhi,,2020-12-17,-37.0,-13.0,-50.0,-30.0,-30.0,12.0
IN,India,Delhi,,2020-12-18,-37.0,-9.0,-49.0,-29.0,-29.0,12.0
IN,India,Delhi,,2020-12-19,-37.0,-13.0,-50.0,-25.0,-19.0,9.0
IN,India,Delhi,,2020-12-20,-35.0,-10.0,-46.0,-19.0,-12.0,7.0
IN,India,Delhi,,2020-12-21,-35.0,-11.0,-45.0,-28.0,-30.0,11.0
IN,India,Delhi,,2020-12-22,-36.0,-12.0,-45.0,-28.0,-30.0,11.0
IN,India,Delhi,,2020-12-23,-35.0,-10.0,-46.0,-26.0,-29.0,10.0
IN,India,Delhi,,2020-12-24,-31.0,-7.0,-46.0,-24.0,-29.0,10.0
IN,India,Delhi,,2020-12-25,-22.0,-3.0,-41.0,-30.0,-45.0,14.0
IN,India,Delhi,,2020-12-26,-40.0,-18.0,-50.0,-28.0,-22.0,10.0
IN,India,Delhi,,2020-12-27,-38.0,-17.0,-47.0,-21.0,-10.0,6.0
IN,India,Delhi,,2020-12-28,-35.0,-12.0,-45.0,-27.0,-30.0,11.0
IN,India,Delhi,,2020-12-29,-36.0,-13.0,-44.0,-27.0,-30.0,11.0
IN,India,Delhi,,2020-12-30,-35.0,-11.0,-47.0,-26.0,-29.0,11.0
IN,India,Delhi,,2020-12-31,-24.0,-1.0,-45.0,-24.0,-29.0,10.0
IN,India,Delhi,Central Delhi,2020-02-15,0.0,7.0,4.0,7.0,4.0,0.0
IN,India,Delhi,Central Delhi,2020-02-16,-4.0,3.0,1.0,2.0,3.0,0.0
IN,India,Delhi,Central Delhi,2020-02-17,1.0,5.0,6.0,5.0,2.0,0.0
IN,India,Delhi,Central Delhi,2020-02-18,3.0,9.0,5.0,8.0,3.0,0.0
IN,India,Delhi,Central Delhi,2020-02-19,2.0,6.0,8.0,8.0,4.0,1.0
IN,India,Delhi,Central Delhi,2020-02-20,0.0,3.0,12.0,11.0,4.0,0.0
IN,India,Delhi,Central Delhi,2020-02-21,-9.0,-12.0,-2.0,-5.0,-11.0,6.0
IN,India,Delhi,Central Delhi,2020-02-22,1.0,0.0,8.0,3.0,2.0,1.0
IN,India,Delhi,Central Delhi,2020-02-23,-4.0,-1.0,1.0,3.0,5.0,1.0
IN,India,Delhi,Central Delhi,2020-02-24,-1.0,-4.0,4.0,3.0,2.0,1.0
IN,India,Delhi,Central Delhi,2020-02-25,-11.0,-13.0,-8.0,-7.0,0.0,1.0
IN,India,Delhi,Central Delhi,2020-02-26,-15.0,-17.0,-12.0,-10.0,-2.0,2.0
IN,India,Delhi,Central Delhi,2020-02-27,-11.0,-13.0,-5.0,-8.0,0.0,1.0
IN,India,Delhi,Central Delhi,2020-02-28,-11.0,-11.0,-3.0,-6.0,1.0,1.0
IN,India,Delhi,Central Delhi,2020-02-29,-17.0,-14.0,-9.0,-6.0,4.0,2.0
IN,India,Delhi,Central Delhi,2020-03-01,-9.0,-3.0,-12.0,-7.0,4.0,2.0
IN,India,Delhi,Central Delhi,2020-03-02,-9.0,-8.0,-8.0,-8.0,0.0,2.0
IN,India,Delhi,Central Delhi,2020-03-03,-6.0,1.0,-3.0,-3.0,3.0,1.0
IN,India,Delhi,Central Delhi,2020-03-04,-8.0,-1.0,-3.0,0.0,3.0,1.0
IN,India,Delhi,Central Delhi,2020-03-05,-12.0,-5.0,-2.0,0.0,2.0,2.0
IN,India,Delhi,Central Delhi,2020-03-06,-21.0,-17.0,-11.0,2.0,-2.0,4.0
IN,India,Delhi,Central Delhi,2020-03-07,-12.0,-1.0,-5.0,7.0,4.0,1.0
IN,India,Delhi,Central Delhi,2020-03-08,-17.0,-7.0,-15.0,-6.0,7.0,2.0
IN,India,Delhi,Central Delhi,2020-03-09,-20.0,-19.0,-25.0,-24.0,-20.0,6.0
IN,India,Delhi,Central Delhi,2020-03-10,-63.0,-72.0,-56.0,-64.0,-77.0,21.0
IN,India,Delhi,Central Delhi,2020-03-11,-19.0,-17.0,-17.0,-10.0,-12.0,3.0
IN,India,Delhi,Central Delhi,2020-03-12,-15.0,-13.0,-9.0,-8.0,-5.0,1.0
IN,India,Delhi,Central Delhi,2020-03-13,-15.0,-10.0,-8.0,-9.0,-5.0,2.0
IN,India,Delhi,Central Delhi,2020-03-14,-25.0,-20.0,-19.0,-17.0,-9.0,4.0
IN,India,Delhi,Central Delhi,2020-03-15,-24.0,-13.0,-23.0,-17.0,1.0,3.0
IN,India,Delhi,Central Delhi,2020-03-16,-15.0,-11.0,-13.0,-14.0,-9.0,3.0
IN,India,Delhi,Central Delhi,2020-03-17,-17.0,-6.0,-20.0,-18.0,-10.0,3.0
IN,India,Delhi,Central Delhi,2020-03-18,-19.0,-9.0,-18.0,-21.0,-12.0,4.0
IN,India,Delhi,Central Delhi,2020-03-19,-24.0,-12.0,-23.0,-28.0,-13.0,4.0
IN,India,Delhi,Central Delhi,2020-03-20,-34.0,-20.0,-29.0,-32.0,-19.0,7.0
IN,India,Delhi,Central Delhi,2020-03-21,-59.0,-52.0,-49.0,-52.0,-33.0,10.0
IN,India,Delhi,Central Delhi,2020-03-22,-89.0,-87.0,-84.0,-88.0,-65.0,20.0
IN,India,Delhi,Central Delhi,2020-03-23,-80.0,-75.0,-76.0,-90.0,-72.0,24.0
IN,India,Delhi,Central Delhi,2020-03-24,-88.0,-84.0,-85.0,-93.0,-81.0,28.0
IN,India,Delhi,Central Delhi,2020-03-25,-90.0,-88.0,-87.0,-94.0,-83.0,31.0
IN,India,Delhi,Central Delhi,2020-03-26,-90.0,-87.0,-87.0,-94.0,-83.0,31.0
IN,India,Delhi,Central Delhi,2020-03-27,-90.0,-87.0,-87.0,-94.0,-83.0,31.0
IN,India,Delhi,Central Delhi,2020-03-28,-91.0,-87.0,-86.0,-94.0,-79.0,29.0
IN,India,Delhi,Central Delhi,2020-03-29,-91.0,-86.0,-87.0,-94.0,-67.0,22.0
IN,India,Delhi,Central Delhi,2020-03-30,-89.0,-86.0,-86.0,-95.0,-80.0,30.0
IN,India,Delhi,Central Delhi,2020-03-31,-90.0,-87.0,-87.0,-95.0,-81.0,30.0
IN,India,Delhi,Central Delhi,2020-04-01,-90.0,-87.0,-87.0,-95.0,-82.0,31.0
IN,India,Delhi,Central Delhi,2020-04-02,-90.0,-87.0,-88.0,-95.0,-83.0,31.0
IN,India,Delhi,Central Delhi,2020-04-03,-89.0,-85.0,-86.0,-95.0,-81.0,31.0
IN,India,Delhi,Central Delhi,2020-04-04,-90.0,-87.0,-87.0,-95.0,-78.0,29.0
IN,India,Delhi,Central Delhi,2020-04-05,-91.0,-86.0,-87.0,-94.0,-65.0,22.0
IN,India,Delhi,Central Delhi,2020-04-06,-89.0,-86.0,-87.0,-95.0,-82.0,30.0
IN,India,Delhi,Central Delhi,2020-04-07,-90.0,-82.0,-88.0,-93.0,-81.0,29.0
IN,India,Delhi,Central Delhi,2020-04-08,-90.0,-82.0,-88.0,-93.0,-81.0,30.0
IN,India,Delhi,Central Delhi,2020-04-09,-91.0,-82.0,-88.0,-94.0,-82.0,31.0
IN,India,Delhi,Central Delhi,2020-04-10,-92.0,-83.0,-89.0,-94.0,-84.0,32.0
IN,India,Delhi,Central Delhi,2020-04-11,-93.0,-84.0,-89.0,-94.0,-80.0,30.0
IN,India,Delhi,Central Delhi,2020-04-12,-93.0,-84.0,-89.0,-94.0,-69.0,23.0
IN,India,Delhi,Central Delhi,2020-04-13,-91.0,-84.0,-89.0,-94.0,-81.0,30.0
IN,India,Delhi,Central Delhi,2020-04-14,-92.0,-84.0,-90.0,-94.0,-84.0,30.0
IN,India,Delhi,Central Delhi,2020-04-15,-91.0,-83.0,-88.0,-93.0,-81.0,31.0
IN,India,Delhi,Central Delhi,2020-04-16,-93.0,-82.0,-96.0,-93.0,-82.0,31.0
IN,India,Delhi,Central Delhi,2020-04-17,-93.0,-82.0,-96.0,-93.0,-81.0,32.0
IN,India,Delhi,Central Delhi,2020-04-18,-94.0,-84.0,-97.0,-94.0,-79.0,30.0
IN,India,Delhi,Central Delhi,2020-04-19,-94.0,-82.0,-97.0,-93.0,-69.0,23.0
IN,India,Delhi,Central Delhi,2020-04-20,-92.0,-81.0,-96.0,-93.0,-80.0,31.0
IN,India,Delhi,Central Delhi,2020-04-21,-93.0,-82.0,-97.0,-94.0,-82.0,31.0
IN,India,Delhi,Central Delhi,2020-04-22,-93.0,-82.0,-96.0,-93.0,-82.0,32.0
IN,India,Delhi,Central Delhi,2020-04-23,-93.0,-81.0,-97.0,-93.0,-82.0,32.0
IN,India,Delhi,Central Delhi,2020-04-24,-93.0,-80.0,-97.0,-93.0,-82.0,32.0
IN,India,Delhi,Central Delhi,2020-04-25,-93.0,-83.0,-97.0,-94.0,-81.0,31.0
IN,India,Delhi,Central Delhi,2020-04-26,-93.0,-82.0,-97.0,-93.0,-70.0,24.0
IN,India,Delhi,Central Delhi,2020-04-27,-92.0,-81.0,-96.0,-94.0,-81.0,32.0
IN,India,Delhi,Central Delhi,2020-04-28,-93.0,-81.0,-97.0,-93.0,-82.0,32.0
IN,India,Delhi,Central Delhi,2020-04-29,-92.0,-80.0,-96.0,-93.0,-82.0,32.0
IN,India,Delhi,Central Delhi,2020-04-30,-92.0,-80.0,-94.0,-93.0,-82.0,32.0
IN,India,Delhi,Central Delhi,2020-05-01,-92.0,-79.0,-94.0,-93.0,-81.0,32.0
IN,India,Delhi,Central Delhi,2020-05-02,-92.0,-80.0,-94.0,-93.0,-79.0,30.0
IN,India,Delhi,Central Delhi,2020-05-03,-93.0,-79.0,-95.0,-92.0,-70.0,23.0
IN,India,Delhi,Central Delhi,2020-05-04,-88.0,-72.0,-93.0,-91.0,-76.0,29.0
IN,India,Delhi,Central Delhi,2020-05-05,-89.0,-73.0,-93.0,-91.0,-76.0,29.0
IN,India,Delhi,Central Delhi,2020-05-06,-88.0,-70.0,-92.0,-90.0,-76.0,29.0
IN,India,Delhi,Central Delhi,2020-05-07,-89.0,-74.0,-93.0,-91.0,-79.0,30.0
IN,India,Delhi,Central Delhi,2020-05-08,-88.0,-70.0,-92.0,-90.0,-75.0,29.0
IN,India,Delhi,Central Delhi,2020-05-09,-89.0,-73.0,-93.0,-91.0,-74.0,28.0
IN,India,Delhi,Central Delhi,2020-05-10,-89.0,-72.0,-93.0,-90.0,-64.0,21.0
IN,India,Delhi,Central Delhi,2020-05-11,-87.0,-69.0,-92.0,-90.0,-72.0,28.0
IN,India,Delhi,Central Delhi,2020-05-12,-87.0,-70.0,-92.0,-89.0,-74.0,28.0
IN,India,Delhi,Central Delhi,2020-05-13,-87.0,-69.0,-91.0,-86.0,-73.0,28.0
IN,India,Delhi,Central Delhi,2020-05-14,-87.0,-71.0,-91.0,-86.0,-73.0,28.0
IN,India,Delhi,Central Delhi,2020-05-15,-86.0,-67.0,-91.0,-86.0,-72.0,28.0
IN,India,Delhi,Central Delhi,2020-05-16,-87.0,-70.0,-91.0,-86.0,-69.0,26.0
IN,India,Delhi,Central Delhi,2020-05-17,-88.0,-71.0,-92.0,-86.0,-59.0,21.0
IN,India,Delhi,Central Delhi,2020-05-18,-84.0,-66.0,-90.0,-85.0,-67.0,26.0
IN,India,Delhi,Central Delhi,2020-05-19,-81.0,-58.0,-89.0,-82.0,-63.0,24.0
IN,India,Delhi,Central Delhi,2020-05-20,-80.0,-54.0,-84.0,-79.0,-61.0,24.0
IN,India,Delhi,Central Delhi,2020-05-21,-79.0,-54.0,-85.0,-80.0,-61.0,23.0
IN,India,Delhi,Central Delhi,2020-05-22,-80.0,-53.0,-84.0,-80.0,-60.0,24.0
IN,India,Delhi,Central Delhi,2020-05-23,-81.0,-57.0,-87.0,-81.0,-58.0,22.0
IN,India,Delhi,Central Delhi,2020-05-24,-82.0,-59.0,-90.0,-83.0,-50.0,18.0
IN,India,Delhi,Central Delhi,2020-05-25,-83.0,-65.0,-89.0,-85.0,-69.0,25.0
IN,India,Delhi,Central Delhi,2020-05-26,-79.0,-54.0,-85.0,-80.0,-59.0,22.0
IN,India,Delhi,Central Delhi,2020-05-27,-79.0,-53.0,-84.0,-80.0,-59.0,22.0
IN,India,Delhi,Central Delhi,2020-05-28,-79.0,-52.0,-84.0,-80.0,-59.0,23.0
IN,India,Delhi,Central Delhi,2020-05-29,-79.0,-53.0,-84.0,-81.0,-58.0,23.0
IN,India,Delhi,Central Delhi,2020-05-30,-80.0,-53.0,-85.0,-81.0,-52.0,21.0
IN,India,Delhi,Central Delhi,2020-05-31,-82.0,-59.0,-89.0,-85.0,-43.0,17.0
IN,India,Delhi,Central Delhi,2020-06-01,-76.0,-48.0,-82.0,-79.0,-52.0,20.0
IN,India,Delhi,Central Delhi,2020-06-02,-75.0,-45.0,-83.0,-75.0,-52.0,20.0
IN,India,Delhi,Central Delhi,2020-06-03,-74.0,-43.0,-82.0,-73.0,-51.0,20.0
IN,India,Delhi,Central Delhi,2020-06-04,-75.0,-44.0,-82.0,-75.0,-52.0,20.0
IN,India,Delhi,Central Delhi,2020-06-05,-73.0,-43.0,-80.0,-75.0,-51.0,21.0
IN,India,Delhi,Central Delhi,2020-06-06,-75.0,-47.0,-82.0,-76.0,-46.0,19.0
IN,India,Delhi,Central Delhi,2020-06-07,-77.0,-51.0,-86.0,-78.0,-38.0,16.0
IN,India,Delhi,Central Delhi,2020-06-08,-72.0,-45.0,-79.0,-75.0,-49.0,19.0
IN,India,Delhi,Central Delhi,2020-06-09,-71.0,-41.0,-81.0,-75.0,-50.0,19.0
IN,India,Delhi,Central Delhi,2020-06-10,-70.0,-40.0,-79.0,-72.0,-50.0,19.0
IN,India,Delhi,Central Delhi,2020-06-11,-68.0,-39.0,-78.0,-74.0,-50.0,19.0
IN,India,Delhi,Central Delhi,2020-06-12,-69.0,-37.0,-78.0,-74.0,-49.0,19.0
IN,India,Delhi,Central Delhi,2020-06-13,-71.0,-43.0,-80.0,-75.0,-47.0,18.0
IN,India,Delhi,Central Delhi,2020-06-14,-74.0,-48.0,-83.0,-78.0,-34.0,14.0
IN,India,Delhi,Central Delhi,2020-06-15,-70.0,-45.0,-78.0,-76.0,-50.0,18.0
IN,India,Delhi,Central Delhi,2020-06-16,-69.0,-42.0,-80.0,-75.0,-51.0,19.0
IN,India,Delhi,Central Delhi,2020-06-17,-69.0,-42.0,-78.0,-74.0,-51.0,19.0
IN,India,Delhi,Central Delhi,2020-06-18,-70.0,-45.0,-79.0,-75.0,-51.0,19.0
IN,India,Delhi,Central Delhi,2020-06-19,-70.0,-43.0,-79.0,-75.0,-50.0,19.0
IN,India,Delhi,Central Delhi,2020-06-20,-70.0,-45.0,-79.0,-74.0,-44.0,17.0
IN,India,Delhi,Central Delhi,2020-06-21,-78.0,-58.0,-85.0,-80.0,-39.0,17.0
IN,India,Delhi,Central Delhi,2020-06-22,-69.0,-44.0,-77.0,-75.0,-50.0,18.0
IN,India,Delhi,Central Delhi,2020-06-23,-67.0,-39.0,-78.0,-73.0,-51.0,18.0
IN,India,Delhi,Central Delhi,2020-06-24,-67.0,-39.0,-76.0,-73.0,-49.0,18.0
IN,India,Delhi,Central Delhi,2020-06-25,-68.0,-42.0,-77.0,-74.0,-49.0,18.0
IN,India,Delhi,Central Delhi,2020-06-26,-69.0,-40.0,-76.0,-74.0,-48.0,18.0
IN,India,Delhi,Central Delhi,2020-06-27,-71.0,-45.0,-79.0,-75.0,-45.0,17.0
IN,India,Delhi,Central Delhi,2020-06-28,-73.0,-50.0,-83.0,-78.0,-32.0,13.0
IN,India,Delhi,Central Delhi,2020-06-29,-69.0,-46.0,-76.0,-75.0,-48.0,17.0
IN,India,Delhi,Central Delhi,2020-06-30,-67.0,-41.0,-77.0,-74.0,-49.0,17.0
IN,India,Delhi,Central Delhi,2020-07-01,-65.0,-39.0,-74.0,-72.0,-47.0,17.0
IN,India,Delhi,Central Delhi,2020-07-02,-67.0,-41.0,-75.0,-74.0,-48.0,17.0
IN,India,Delhi,Central Delhi,2020-07-03,-66.0,-40.0,-75.0,-74.0,-47.0,18.0
IN,India,Delhi,Central Delhi,2020-07-04,-67.0,-40.0,-76.0,-73.0,-41.0,16.0
IN,India,Delhi,Central Delhi,2020-07-05,-69.0,-45.0,-82.0,-76.0,-31.0,13.0
IN,India,Delhi,Central Delhi,2020-07-06,-66.0,-41.0,-72.0,-72.0,-47.0,16.0
IN,India,Delhi,Central Delhi,2020-07-07,-63.0,-35.0,-73.0,-72.0,-48.0,16.0
IN,India,Delhi,Central Delhi,2020-07-08,-63.0,-35.0,-73.0,-70.0,-46.0,16.0
IN,India,Delhi,Central Delhi,2020-07-09,-64.0,-36.0,-74.0,-72.0,-46.0,16.0
IN,India,Delhi,Central Delhi,2020-07-10,-64.0,-35.0,-73.0,-72.0,-45.0,17.0
IN,India,Delhi,Central Delhi,2020-07-11,-66.0,-40.0,-77.0,-74.0,-42.0,16.0
IN,India,Delhi,Central Delhi,2020-07-12,-67.0,-42.0,-81.0,-76.0,-31.0,13.0
IN,India,Delhi,Central Delhi,2020-07-13,-64.0,-39.0,-72.0,-72.0,-45.0,16.0
IN,India,Delhi,Central Delhi,2020-07-14,-62.0,-33.0,-73.0,-71.0,-46.0,16.0
IN,India,Delhi,Central Delhi,2020-07-15,-60.0,-32.0,-71.0,-70.0,-44.0,15.0
IN,India,Delhi,Central Delhi,2020-07-16,-62.0,-34.0,-70.0,-71.0,-45.0,16.0
IN,India,Delhi,Central Delhi,2020-07-17,-62.0,-33.0,-70.0,-71.0,-44.0,16.0
IN,India,Delhi,Central Delhi,2020-07-18,-61.0,-34.0,-73.0,-72.0,-39.0,15.0
IN,India,Delhi,Central Delhi,2020-07-19,-66.0,-43.0,-78.0,-75.0,-31.0,13.0
IN,India,Delhi,Central Delhi,2020-07-20,-61.0,-33.0,-67.0,-69.0,-44.0,15.0
IN,India,Delhi,Central Delhi,2020-07-21,-60.0,-34.0,-71.0,-71.0,-45.0,15.0
IN,India,Delhi,Central Delhi,2020-07-22,-61.0,-37.0,-67.0,-69.0,-46.0,16.0
IN,India,Delhi,Central Delhi,2020-07-23,-57.0,-28.0,-69.0,-69.0,-44.0,15.0
IN,India,Delhi,Central Delhi,2020-07-24,-58.0,-28.0,-68.0,-69.0,-43.0,15.0
IN,India,Delhi,Central Delhi,2020-07-25,-59.0,-29.0,-72.0,-70.0,-39.0,15.0
IN,India,Delhi,Central Delhi,2020-07-26,-61.0,-34.0,-77.0,-73.0,-30.0,12.0
IN,India,Delhi,Central Delhi,2020-07-27,-58.0,-31.0,-68.0,-68.0,-44.0,14.0
IN,India,Delhi,Central Delhi,2020-07-28,-56.0,-25.0,-69.0,-68.0,-44.0,14.0
IN,India,Delhi,Central Delhi,2020-07-29,-56.0,-29.0,-66.0,-67.0,-44.0,14.0
IN,India,Delhi,Central Delhi,2020-07-30,-54.0,-25.0,-60.0,-68.0,-44.0,14.0
IN,India,Delhi,Central Delhi,2020-07-31,-54.0,-24.0,-60.0,-67.0,-43.0,14.0
IN,India,Delhi,Central Delhi,2020-08-01,-61.0,-37.0,-68.0,-72.0,-48.0,15.0
IN,India,Delhi,Central Delhi,2020-08-02,-57.0,-28.0,-70.0,-72.0,-31.0,9.0
IN,India,Delhi,Central Delhi,2020-08-03,-68.0,-56.0,-70.0,-77.0,-68.0,13.0
IN,India,Delhi,Central Delhi,2020-08-04,-60.0,-33.0,-60.0,-69.0,-46.0,12.0
IN,India,Delhi,Central Delhi,2020-08-05,-57.0,-34.0,-59.0,-68.0,-44.0,13.0
IN,India,Delhi,Central Delhi,2020-08-06,-57.0,-30.0,-58.0,-68.0,-44.0,13.0
IN,India,Delhi,Central Delhi,2020-08-07,-55.0,-28.0,-57.0,-69.0,-42.0,13.0
IN,India,Delhi,Central Delhi,2020-08-08,-55.0,-27.0,-55.0,-69.0,-40.0,13.0
IN,India,Delhi,Central Delhi,2020-08-09,-60.0,-36.0,-68.0,-74.0,-31.0,10.0
IN,India,Delhi,Central Delhi,2020-08-10,-54.0,-30.0,-51.0,-67.0,-44.0,12.0
IN,India,Delhi,Central Delhi,2020-08-11,-52.0,-24.0,-51.0,-68.0,-45.0,12.0
IN,India,Delhi,Central Delhi,2020-08-12,-60.0,-41.0,-66.0,-73.0,-55.0,17.0
IN,India,Delhi,Central Delhi,2020-08-13,-59.0,-42.0,-58.0,-70.0,-49.0,16.0
IN,India,Delhi,Central Delhi,2020-08-14,-51.0,-28.0,-59.0,-66.0,-42.0,12.0
IN,India,Delhi,Central Delhi,2020-08-15,-77.0,-70.0,-70.0,-81.0,-74.0,21.0
IN,India,Delhi,Central Delhi,2020-08-16,-58.0,-35.0,-67.0,-71.0,-31.0,9.0
IN,India,Delhi,Central Delhi,2020-08-17,-54.0,-32.0,-51.0,-63.0,-43.0,11.0
IN,India,Delhi,Central Delhi,2020-08-18,-51.0,-24.0,-53.0,-64.0,-43.0,11.0
IN,India,Delhi,Central Delhi,2020-08-19,-60.0,-43.0,-64.0,-69.0,-47.0,15.0
IN,India,Delhi,Central Delhi,2020-08-20,-55.0,-31.0,-60.0,-68.0,-44.0,13.0
IN,India,Delhi,Central Delhi,2020-08-21,-51.0,-23.0,-54.0,-64.0,-41.0,12.0
IN,India,Delhi,Central Delhi,2020-08-22,-51.0,-22.0,-54.0,-65.0,-38.0,11.0
IN,India,Delhi,Central Delhi,2020-08-23,-57.0,-30.0,-65.0,-69.0,-30.0,9.0
IN,India,Delhi,Central Delhi,2020-08-24,-52.0,-29.0,-51.0,-65.0,-42.0,11.0
IN,India,Delhi,Central Delhi,2020-08-25,-51.0,-23.0,-53.0,-64.0,-42.0,11.0
IN,India,Delhi,Central Delhi,2020-08-26,-50.0,-25.0,-53.0,-63.0,-41.0,11.0
IN,India,Delhi,Central Delhi,2020-08-27,-52.0,-27.0,-55.0,-65.0,-41.0,12.0
IN,India,Delhi,Central Delhi,2020-08-28,-56.0,-35.0,-56.0,-66.0,-41.0,12.0
IN,India,Delhi,Central Delhi,2020-08-29,-50.0,-21.0,-52.0,-64.0,-35.0,10.0
IN,India,Delhi,Central Delhi,2020-08-30,-58.0,-31.0,-63.0,-69.0,-31.0,8.0
IN,India,Delhi,Central Delhi,2020-08-31,-51.0,-26.0,-50.0,-64.0,-42.0,10.0
IN,India,Delhi,Central Delhi,2020-09-01,-50.0,-22.0,-53.0,-64.0,-43.0,11.0
IN,India,Delhi,Central Delhi,2020-09-02,-51.0,-26.0,-52.0,-63.0,-42.0,11.0
IN,India,Delhi,Central Delhi,2020-09-03,-53.0,-28.0,-54.0,-65.0,-42.0,11.0
IN,India,Delhi,Central Delhi,2020-09-04,-53.0,-27.0,-54.0,-65.0,-41.0,12.0
IN,India,Delhi,Central Delhi,2020-09-05,-55.0,-31.0,-56.0,-65.0,-36.0,11.0
IN,India,Delhi,Central Delhi,2020-09-06,-57.0,-31.0,-62.0,-67.0,-32.0,9.0
IN,India,Delhi,Central Delhi,2020-09-07,-52.0,-30.0,-49.0,-64.0,-44.0,11.0
IN,India,Delhi,Central Delhi,2020-09-08,-50.0,-23.0,-51.0,-63.0,-43.0,11.0
IN,India,Delhi,Central Delhi,2020-09-09,-51.0,-26.0,-51.0,-62.0,-41.0,10.0
IN,India,Delhi,Central Delhi,2020-09-10,-52.0,-26.0,-51.0,-63.0,-42.0,11.0
IN,India,Delhi,Central Delhi,2020-09-11,-50.0,-29.0,-52.0,-62.0,-40.0,12.0
IN,India,Delhi,Central Delhi,2020-09-12,-50.0,-27.0,-55.0,-62.0,-37.0,11.0
IN,India,Delhi,Central Delhi,2020-09-13,-56.0,-33.0,-62.0,-64.0,-31.0,8.0
IN,India,Delhi,Central Delhi,2020-09-14,-49.0,-31.0,-49.0,-60.0,-40.0,11.0
IN,India,Delhi,Central Delhi,2020-09-15,-48.0,-24.0,-51.0,-58.0,-40.0,11.0
IN,India,Delhi,Central Delhi,2020-09-16,-49.0,-28.0,-51.0,-57.0,-40.0,12.0
IN,India,Delhi,Central Delhi,2020-09-17,-48.0,-29.0,-54.0,-60.0,-41.0,13.0
IN,India,Delhi,Central Delhi,2020-09-18,-47.0,-26.0,-55.0,-57.0,-38.0,13.0
IN,India,Delhi,Central Delhi,2020-09-19,-47.0,-25.0,-57.0,-57.0,-33.0,11.0
IN,India,Delhi,Central Delhi,2020-09-20,-53.0,-30.0,-62.0,-61.0,-28.0,9.0
IN,India,Delhi,Central Delhi,2020-09-21,-47.0,-27.0,-51.0,-57.0,-41.0,12.0
IN,India,Delhi,Central Delhi,2020-09-22,-46.0,-22.0,-52.0,-55.0,-40.0,12.0
IN,India,Delhi,Central Delhi,2020-09-23,-46.0,-24.0,-52.0,-52.0,-38.0,12.0
IN,India,Delhi,Central Delhi,2020-09-24,-48.0,-25.0,-54.0,-55.0,-39.0,13.0
IN,India,Delhi,Central Delhi,2020-09-25,-48.0,-24.0,-53.0,-54.0,-37.0,13.0
IN,India,Delhi,Central Delhi,2020-09-26,-47.0,-20.0,-54.0,-54.0,-32.0,11.0
IN,India,Delhi,Central Delhi,2020-09-27,-53.0,-28.0,-61.0,-58.0,-27.0,9.0
IN,India,Delhi,Central Delhi,2020-09-28,-47.0,-23.0,-48.0,-53.0,-39.0,12.0
IN,India,Delhi,Central Delhi,2020-09-29,-45.0,-17.0,-46.0,-52.0,-38.0,12.0
IN,India,Delhi,Central Delhi,2020-09-30,-45.0,-18.0,-47.0,-48.0,-37.0,11.0
IN,India,Delhi,Central Delhi,2020-10-01,-45.0,-16.0,-45.0,-49.0,-37.0,10.0
IN,India,Delhi,Central Delhi,2020-10-02,-63.0,-48.0,-58.0,-65.0,-72.0,20.0
IN,India,Delhi,Central Delhi,2020-10-03,-42.0,-6.0,-37.0,-44.0,-30.0,9.0
IN,India,Delhi,Central Delhi,2020-10-04,-50.0,-19.0,-53.0,-50.0,-24.0,6.0
IN,India,Delhi,Central Delhi,2020-10-05,-43.0,-13.0,-34.0,-45.0,-37.0,9.0
IN,India,Delhi,Central Delhi,2020-10-06,-40.0,-9.0,-38.0,-45.0,-37.0,9.0
IN,India,Delhi,Central Delhi,2020-10-07,-41.0,-12.0,-43.0,-43.0,-35.0,9.0
IN,India,Delhi,Central Delhi,2020-10-08,-42.0,-15.0,-48.0,-46.0,-35.0,10.0
IN,India,Delhi,Central Delhi,2020-10-09,-41.0,-14.0,-48.0,-46.0,-34.0,11.0
IN,India,Delhi,Central Delhi,2020-10-10,-40.0,-10.0,-42.0,-45.0,-30.0,10.0
IN,India,Delhi,Central Delhi,2020-10-11,-47.0,-15.0,-56.0,-48.0,-22.0,7.0
