date,avg_ndti,avg_ndvi,avg_Precipitation (mm/day),avg_aod,avg_NO2_column_number_density,avg_retail_and_recreation_percent_change_from_baseline,avg_ndti_change_from_baseline,tmmx,avg_rad
2020-02-01,-0.08233757277029799,0.24323412830129043,1.0163875749755291,840.5897877308963,0.00019354281566754048,,3.6578080593440694,237.2694480307157,29.479169653788144
2020-03-01,-0.09187534883223338,0.2628051310529954,0.5881076336934649,868.435197740967,0.00015699647080324905,-2.7333333333333334,15.665266223057998,286.5866658886912,26.719162586428684
2020-04-01,-0.09211515550561744,0.333567539589503,2.58328718677794,635.2046865896095,0.00013882456945517354,-36.58064516129032,15.967167691423384,346.7580287265148,23.832783837465183
2020-05-01,-0.07318942694016797,0.20658658259001644,0.2944476239150389,454.1005336526202,9.24071003104131e-05,-88.0,-7.859130230833257,377.7765231769328,22.981303909970915
2020-06-01,-0.04190215403897136,0.14861207938909987,1.4162453306320635,619.1338856822516,0.00011578747796866654,-79.93548387096774,-47.247832374631194,380.51151801741554,22.07312681716881
2020-07-01,-0.05381174224130633,0.17521445525538304,1.1445070275595346,997.549193739013,0.0001268604947043731,-65.03333333333333,-32.254412403563,355.2731361316175,20.825824810850342
2020-08-01,-0.06241259937250845,0.22673038227106143,10.027899588187855,1253.3580900491622,0.00012106827018206796,-56.61290322580645,-21.42647604771258,341.3915783880309,19.9051740200155
2020-09-01,-0.11414536960041483,0.30804433935983333,9.64931524238519,955.7713288833655,0.00010739776363431262,-48.16129032258065,43.70181698106748,357.65060858159734,22.36282576644962
2020-10-01,-0.10178637374356662,0.2690605959193089,1.481919997992615,784.9221685878739,0.00011362908774521506,-42.86666666666667,28.142621133633675,331.295713605642,23.28602760493884
2020-11-01,-0.08501848979143757,0.22091381549582714,0.0,935.3403477993365,0.00014650984700980975,-37.903225806451616,7.032913404938654,272.6289237522012,30.10970893575888
2020-12-01,-0.056328760314439265,0.12519145135425955,0.27773964206377666,1395.2720890958149,0.00014496296605211927,-35.4,-29.085645490375185,225.8272153258026,25.90046062810673
2021-01-01,-0.06787657304543027,0.1684574418263737,0.06393100609702448,877.5524073378214,0.00019561164609730136,-36.03225806451613,-14.54767800724673,204.02820574812,21.82604269668404
2021-02-01,-0.08496234971812548,0.20054806205519865,1.3537338602566913,1108.8575159347065,0.0002593496558929063,-38.38709677419355,6.962236595457556,258.7564980512862,27.02880564084503
2021-03-01,-0.08267566261897345,0.2747490355543555,0.19174287454890354,645.8135485463199,0.00024233326563689707,-29.821428571428573,4.083441843067361,325.9392474272289,27.929474126348453
2021-04-01,-0.06724221190098596,0.2480924759503095,2.606887464141172,642.7170601176844,0.00014670582681191452,-28.903225806451612,-15.346298655617783,364.715340955573,27.618342298816657
2021-05-01,-0.0816802663918774,0.1707304965330754,0.6154189476881584,657.6849960797125,0.00014138618576545073,-52.36666666666667,2.8303008093965296,371.641689966297,23.54922103728157
2021-06-01,-0.047768318448123355,0.16004396866674173,5.644260909243096,763.6324188414828,0.0001304618153023633,-73.64516129032258,-39.862701578210796,383.2188341671045,22.192939643650966
2021-07-01,-0.04972785234496809,0.1986354768904381,1.2400517502702617,1342.33541364702,0.00014482140671208353,-42.63333333333333,-37.39577206194282,361.06875922891743,23.5192967863739
2021-08-01,-0.019362714747293352,0.20316161016613604,25.458796755289622,1300.4127143783196,0.0001436994725806574,-29.419354838709676,-75.6235640515894,346.3846903885229,22.864098590765664
2021-09-01,-0.08206575521783048,0.305218895415325,5.048367243326802,987.5225901298676,0.00011784561509516865,-23.806451612903224,3.3156069143158824,337.1562467327651,22.1174537075016
2021-10-01,-0.10051494405202638,0.21534801588674973,5.895596209969759,547.3408844245903,0.00012688104813515712,-20.266666666666666,26.541971387808612,332.6074101076108,24.286506556712936
2021-11-01,-0.10495867528214069,0.26471100626915717,2.225667681372552,632.1786284145421,0.0001711801383178619,-14.67741935483871,32.1363485769874,278.8937148208089,23.693337158350108
2021-12-01,-0.05798097318761253,0.12013835056702415,,1586.0402848662811,0.00021335154783907028,-12.666666666666666,-27.005613748871713,225.7020307772665,26.435800441282204
2022-01-01,-0.07767238563351991,0.19704411708700062,,1026.0336487332117,0.00019067897357321004,-13.483870967741936,-2.215368140956895,,23.74893239597449
2022-02-01,-0.043878688600790874,0.21141904048178323,,1046.8141648021426,0.0002111327673980736,-35.58064516129032,-44.75950009401707,,
2022-03-01,-0.04256164585442743,0.2064114913759561,,596.1589226805776,0.00019823063571102004,-15.928571428571429,-46.417573797371865,,
2022-04-01,-0.0452433726965169,0.182558186392232,,540.9779957650611,0.0001520210610438828,-21.161290322580644,-43.04144893830658,,
2022-05-01,-0.03356199947626183,0.12442184652095788,,383.0516530390783,0.00015237419518365005,-21.36842105263158,-57.7475606488471,,
