date,retail_and_recreation_percent_change_from_baseline,ndti_change_from_baseline,ndvi_change_from_baseline,tmmx_change_from_baseline,Precipitation (mm/day)_change_from_baseline,aod_change_from_baseline,NO2_column_number_density_change_from_baseline,avg_rad_change_from_baseline
2017-10-17,,,,,-100.00000000000001,-25.31880673708082,,
2017-10-18,,,,,-100.00000000000001,-25.184780747737623,,
2017-10-19,,,,,-100.00000000000001,-20.232657568734286,,
2017-10-20,,,,,-100.00000000000001,77.59603601463408,,
2017-10-21,,,,,-100.00000000000001,91.67368578518624,,
2017-10-22,,-30.445774868168403,-21.587411102762033,,-100.00000000000001,25.826816080170797,,
2017-10-23,,,,,-100.00000000000001,12.562765353486972,,
2017-10-24,,,,,-100.00000000000001,64.9578520957662,,
2017-10-25,,,,,-100.00000000000001,58.78968784227058,,
2017-10-26,,,,,-100.00000000000001,41.18472666507858,,
2017-10-27,,-56.974475398878845,-52.77968619523277,,-94.71073568060329,96.07892839998718,,
2017-10-28,,,,,-100.00000000000001,34.310862380043545,,
2017-10-29,,,,,-100.00000000000001,113.99428195647026,,
2017-10-30,,,,,-100.00000000000001,61.625178932705644,,
2017-10-31,,,,,-100.00000000000001,316.03966553251377,,
2017-11-01,,-42.74369526062015,-46.962023801537256,17.082581318458615,-100.00000000000001,56.320925929952125,,-3.94419965470094
2017-11-02,,,,,-100.00000000000001,102.14177745973188,,
2017-11-03,,,,,-100.00000000000001,186.9070401529667,,
2017-11-04,,,,,-100.00000000000001,102.13532040539432,,
2017-11-05,,,,,-100.00000000000001,96.63738013739719,,
2017-11-06,,,,,-100.00000000000001,159.80931911745725,,
2017-11-07,,,,,-100.00000000000001,314.6701867841241,,
2017-11-08,,,,,-100.00000000000001,389.349296858384,,
2017-11-09,,,,,-100.00000000000001,196.03016990138923,,
2017-11-10,,,,,-100.00000000000001,221.5822526945325,,
2017-11-11,,-83.74742388848456,-92.2479342148973,,-100.00000000000001,372.42175850820865,,
2017-11-12,,,,,-100.00000000000001,346.16041447962687,,
2017-11-13,,,,,-100.00000000000001,160.40187339780925,,
2017-11-14,,,,,-100.00000000000001,148.33827527008742,,
2017-11-15,,,,,-100.00000000000001,208.07918952815368,,
2017-11-16,,-69.44727964568618,-83.76396286019857,,-100.00000000000001,167.89245376932377,,
2017-11-17,,,,,-49.64102079017874,116.12617308070045,,
2017-11-18,,,,,-100.00000000000001,,,
2017-11-19,,,,,-100.00000000000001,113.46625618683453,,
2017-11-20,,,,,-100.00000000000001,41.45742732445642,,
2017-11-21,,-28.781892174073324,-47.78200469838501,,-100.00000000000001,74.05316883915391,,
2017-11-22,,,,,-100.00000000000001,8.63683740712143,,
2017-11-23,,,,,-100.00000000000001,-9.75936950420585,,
2017-11-24,,,,,-100.00000000000001,0.8878515972191491,,
2017-11-25,,,,,-100.00000000000001,-5.936427919805836,,
2017-11-26,,,,,-100.00000000000001,36.75427656314684,,
2017-11-27,,,,,-100.00000000000001,12.15752006538239,,
2017-11-28,,,,,-100.00000000000001,-33.11438939502035,,
2017-11-29,,,,,-100.00000000000001,-21.812689178272024,,
2017-11-30,,,,,-100.00000000000001,-1.1849999277665157,,
2017-12-01,,-19.285528579598466,-37.83233775210312,-2.010470736998131,-100.00000000000001,-21.39441765782795,,-12.372992150397913
2017-12-02,,,,,-100.00000000000001,-1.1330588645519115,,
2017-12-03,,,,,-95.189404822679,,,
2017-12-04,,,,,-72.70534151390656,,,
2017-12-05,,,,,-96.57408996479322,,,
2017-12-06,,9.228915991834512,-39.1310188303577,,-97.26069954463891,-43.002132098415686,,
2017-12-07,,,,,-99.28971739163252,-50.76804562937722,,
2017-12-08,,,,,-100.00000000000001,-48.12397018391745,,
2017-12-09,,,,,-100.00000000000001,-25.67746233587262,,
2017-12-10,,,,,-100.00000000000001,-14.307809157042902,,
2017-12-11,,,,,39.89969913160339,,,
2017-12-12,,,,,-100.00000000000001,292.7795325358822,,
2017-12-13,,,,,-100.00000000000001,56.72228807686095,,
2017-12-14,,,,,-100.00000000000001,15.054715261528731,,
2017-12-15,,,,,-99.92124310442942,-7.493646503258499,,
2017-12-16,,,,,-100.00000000000001,-26.8905918393684,,
2017-12-17,,,,,-100.00000000000001,-68.58224814605234,,
2017-12-18,,,,,-99.74615224158273,-49.48866548809355,,
2017-12-19,,,,,-97.27662827134039,,,
2017-12-20,,,,,-96.46058378077596,,,
2017-12-21,,-38.167184919661466,-53.98710211475005,,-99.39954844453332,135.20080544161866,,
2017-12-22,,,,,-100.00000000000001,-21.566575554938474,,
2017-12-23,,,,,-100.00000000000001,-52.74292583269798,,
2017-12-24,,,,,-100.00000000000001,-11.150682029420249,,
2017-12-25,,,,,-100.00000000000001,104.4720992207412,,
2017-12-26,,0.34354496765966575,-12.500378982149803,,-99.92211913702006,20.730653277622537,,
2017-12-27,,,,,-100.00000000000001,-29.75954631896605,,
2017-12-28,,,,,-100.00000000000001,7.8124144103293975,,
2017-12-29,,,,,-100.00000000000001,9.8624426534572,,
2017-12-30,,,,,-100.00000000000001,95.00536721354808,,
2017-12-31,,-28.488285540400298,-37.88200610152784,,-100.00000000000001,51.20515868581028,,
2018-01-01,,,,-3.1409911927003193,-100.00000000000001,282.2357135982819,,-5.089365455757302
2018-01-02,,,,,-100.00000000000001,136.53029787591453,,
2018-01-03,,,,,-100.00000000000001,35.49464171656263,,
2018-01-04,,,,,-100.00000000000001,4.2447967822344275,,
2018-01-05,,,,,-100.00000000000001,57.08925092413846,,
2018-01-06,,,,,-100.00000000000001,20.66594659455903,,
2018-01-07,,,,,-100.00000000000001,-24.74528926366171,,
2018-01-08,,,,,-100.00000000000001,-34.563343899078035,,
2018-01-09,,,,,-100.00000000000001,6.554484296100996,,
2018-01-10,,19.220660959707946,3.906603195670713,,-100.00000000000001,-38.93240560043341,,
2018-01-11,,,,,-96.75258627335083,-46.103162839286284,,
2018-01-12,,,,,-100.00000000000001,0.24756045679674984,,
2018-01-13,,,,,-100.00000000000001,-24.47563802990308,,
2018-01-14,,,,,-100.00000000000001,-33.795375214983835,,
2018-01-15,,13.986784651644049,10.721181487816722,,-100.00000000000001,-25.898183370390587,,
2018-01-16,,,,,-100.00000000000001,-53.096981485038384,,
2018-01-17,,,,,-100.00000000000001,23.753254397268414,,
2018-01-18,,,,,-100.00000000000001,-8.305770562475756,,
2018-01-19,,,,,-100.00000000000001,-2.7319113690099455,,
2018-01-20,,33.25162209429518,17.37927191958579,,-100.00000000000001,-41.266070810226445,,
2018-01-21,,,,,-100.00000000000001,-53.62501671221126,,
2018-01-22,,,,,-98.86349476330464,1.4517062398164378,,
2018-01-23,,,,,517.1819411588265,,,
2018-01-24,,,,,-100.00000000000001,315.32483777905844,,
2018-01-25,,,,,-100.00000000000001,11.047695898611225,,
2018-01-26,,,,,-100.00000000000001,42.33261373820711,,
2018-01-27,,,,,-100.00000000000001,25.011347650455622,,
2018-01-28,,,,,-100.00000000000001,-43.4718445603059,,
2018-01-29,,,,,-100.00000000000001,-52.27618844537178,,
2018-01-30,,30.656601919759463,28.532320348995846,,-100.00000000000001,-43.52145330924621,,
2018-01-31,,,,,-99.94811382439643,-32.99592809444832,,
2018-02-01,,,,11.52270201873101,-99.31619327914335,-19.967403197820357,,1.987936657987575
2018-02-02,,,,,-99.90806555461931,-11.876301398377636,,
2018-02-03,,,,,-100.00000000000001,-59.16148775346799,,
2018-02-04,,,,,-99.99140244033936,-57.21137537076358,,
2018-02-05,,,,,-27.19574381804581,,,
2018-02-06,,,,,-96.52759432906154,,,
2018-02-07,,,,,-100.00000000000001,-71.2990770060044,,
2018-02-08,,,,,-99.99838318781087,-41.186874133311655,,
2018-02-09,,16.918063922621904,27.329944576547337,,-100.00000000000001,-30.614741346706356,,
2018-02-10,,,,,-99.97826794006613,-27.84261734360504,,
2018-02-11,,,,,-63.17202996125308,-49.37571915566811,,
2018-02-12,,,,,-80.85826642515399,169.53490569545048,,
2018-02-13,,,,,-99.68244510165434,62.55188851359073,,
2018-02-14,,32.36901580640682,46.72599696016554,,-99.67324435495689,-77.50426705595596,,
2018-02-15,,,,,-99.56486575993607,-29.877777149184617,,
2018-02-16,,,,,-100.00000000000001,63.22501877665717,,
2018-02-17,,,,,-100.00000000000001,5.9226224169438675,,
2018-02-18,,,,,-100.00000000000001,-41.91343641993153,,
2018-02-19,,3.7764769015032074,32.25931226784003,,-99.94186070157686,-49.12607239419258,,
2018-02-20,,,,,-99.7912546159861,-41.96195033536248,,
2018-02-21,,,,,-99.99592056366846,-26.309316674666352,,
2018-02-22,,,,,-98.49374396245992,-9.500217934090843,,
2018-02-23,,,,,-96.66641162785389,20.6920214306913,,
2018-02-24,,-8.893298346063414,4.564833325545031,,-91.09693969967957,28.663775478398545,,
2018-02-25,,,,,-100.00000000000001,-7.21710808879941,,
2018-02-26,,,,,-99.40992716765832,-71.60916808005405,,
2018-02-27,,,,,-99.969942374839,-55.14831172552356,,
2018-02-28,,,,,-99.44740561389852,17.18022495139479,,
2018-03-01,,,,38.73225252801229,-93.10106542905201,,,-3.8306452359364505
2018-03-02,,,,,-98.17058489951168,-2.4596336693745524,,
2018-03-03,,,,,-96.15296655046915,-5.3404439521633815,,
2018-03-04,,,,,-83.07201955809906,-31.339652836733343,,
2018-03-05,,,,,-100.00000000000001,-59.08627558477007,,
2018-03-06,,32.171904231619614,40.727613513742355,,-100.00000000000001,-65.8083155724348,,
2018-03-07,,,,,-100.00000000000001,-80.6663702845498,,
2018-03-08,,,,,-100.00000000000001,-15.163755731482347,,
2018-03-09,,,,,-100.00000000000001,-40.24965208782939,,
2018-03-10,,,,,-100.00000000000001,-65.32244300144194,,
2018-03-11,,34.0278114012553,27.545054120192816,,-100.00000000000001,-54.64321489354394,,
2018-03-12,,,,,-100.00000000000001,-38.122160548455774,,
2018-03-13,,,,,-100.00000000000001,-67.13129061725998,,
2018-03-14,,,,,-100.00000000000001,5.9027772038837,,
2018-03-15,,,,,-81.92071728053959,-66.08973636115306,,
2018-03-16,,-3.2266626677895434,17.501801441371477,,-100.00000000000001,-32.80969736025451,,
2018-03-17,,,,,-100.00000000000001,-74.07199564795567,,
2018-03-18,,,,,-100.00000000000001,-78.4409808757214,,
2018-03-19,,,,,-99.99539558504328,-29.14173839420355,,
2018-03-20,,,,,-92.0692715784761,-5.382912434083967,,
2018-03-21,,,,,-98.77517853077279,50.04528544586769,,
2018-03-22,,,,,-100.00000000000001,26.43649194981802,,
2018-03-23,,,,,-100.00000000000001,-45.89908534433244,,
2018-03-24,,,,,-100.00000000000001,-66.04171864666458,,
2018-03-25,,,,,-100.00000000000001,-36.56501850884733,,
2018-03-26,,-20.655775001815798,-1.849534084780295,,-100.00000000000001,-21.941160405941716,,
2018-03-27,,,,,-100.00000000000001,-38.644470506391755,,
2018-03-28,,,,,-100.00000000000001,-48.1479968950899,,
2018-03-29,,,,,-100.00000000000001,-56.152121414268436,,
2018-03-30,,,,,-100.00000000000001,-68.1125520924003,,
2018-03-31,,-26.30507035056176,-21.565497588436482,,-100.00000000000001,-34.170866931035064,,
2018-04-01,,,,59.97263423137951,-100.00000000000001,-34.382148106849954,,-8.759680717241627
2018-04-02,,,,,-100.00000000000001,-1.6760539149218743,,
2018-04-03,,,,,-100.00000000000001,-24.06344258214269,,
2018-04-04,,,,,-100.00000000000001,12.830576492891893,,
2018-04-05,,-44.136380221901995,-46.04198936974912,,-100.00000000000001,-10.294365121003514,,
2018-04-06,,,,,576.0604104182462,,,
2018-04-07,,,,,-98.94593675101211,-33.16056106813993,,
2018-04-08,,,,,-99.4212152885854,-21.07074192237278,,
2018-04-09,,,,,313.5456956648607,,,
2018-04-10,,-42.10339513952441,-47.20983968329459,,-82.0111328482925,1.8396012799328054,,
2018-04-11,,,,,462.99034133879593,35.84631312386865,,
2018-04-12,,,,,-92.05132615613063,-49.408475621198356,,
2018-04-13,,,,,-100.00000000000001,-60.408091005706545,,
2018-04-14,,,,,-100.00000000000001,-47.09068841295911,,
2018-04-15,,-38.6715259771901,-40.036046122824864,,-97.01956471494464,0.6840242118940947,,
2018-04-16,,,,,-99.81225403930601,4.055223236314692,,
2018-04-17,,,,,-100.00000000000001,-37.29369731139718,,
2018-04-18,,,,,-100.00000000000001,-37.131011843207226,,
2018-04-19,,,,,-99.58284401028396,-10.292922440115431,,
2018-04-20,,-75.88116261995091,-48.13184795076282,,-98.0948160058736,-15.298481812018341,,
2018-04-21,,,,,-100.00000000000001,17.350540499255082,,
2018-04-22,,,,,-100.00000000000001,-63.08563416759016,,
2018-04-23,,,,,-100.00000000000001,-58.8539822864698,,
2018-04-24,,,,,-100.00000000000001,-54.84014462176989,,
2018-04-25,,-29.571949667304608,-35.850381686167296,,-99.7517639400565,-44.263808561262316,,
2018-04-26,,,,,-100.00000000000001,-27.648217027465265,,
2018-04-27,,,,,-99.9194991750524,22.3326373629537,,
2018-04-28,,,,,-99.95163119728515,-6.916121210320242,,
2018-04-29,,,,,77.60857143786177,8.775604952632492,,
2018-04-30,,-48.16047897644037,-43.799028954568975,,-99.51219980600804,-40.499377435651155,,
2018-05-01,,,,72.5415900515237,-100.00000000000001,18.60366298582551,,-22.750940168439097
2018-05-02,,,,,208.7190184293609,19.19792808443692,,
2018-05-03,,,,,-92.42654048931517,6.402046365567728,,
2018-05-04,,,,,-100.00000000000001,-3.8913948564476395,,
2018-05-05,,-41.34546375796475,-46.06585071157743,,-99.85170045697842,-20.41046012705294,,
2018-05-06,,,,,-98.50620845465987,25.507100537234706,,
2018-05-07,,,,,-73.21767541001063,43.69115148819935,,
2018-05-08,,,,,-4.894447772013465,-34.75287817845752,,
2018-05-09,,,,,136.33314467886618,40.072303345117604,,
2018-05-10,,-26.10285203799925,-42.28199291900718,,-100.00000000000001,7.593682165424263,,
2018-05-11,,,,,-100.00000000000001,39.171290548448965,,
2018-05-12,,,,,-98.19547246056469,56.3646596191878,,
2018-05-13,,,,,336.41379565124123,51.37583411431829,,
2018-05-14,,,,,-100.00000000000001,47.316128892015016,,
2018-05-15,,-92.0992364086152,-67.26011916778846,,146.98903224646858,51.99936846227557,,
2018-05-16,,,,,-95.20105513899556,15.074815405901594,,
2018-05-17,,,,,19.35956473024996,44.49829621827227,,
2018-05-18,,,,,-85.54294539795897,37.24130605646601,,
2018-05-19,,,,,-99.9451116770382,14.304215007009988,,
2018-05-20,,-52.510454811013346,-53.02911791605919,,-100.00000000000001,57.46862426165783,,
2018-05-21,,,,,-100.00000000000001,-27.559458340516784,,
2018-05-22,,,,,-100.00000000000001,-1.7377121045079544,,
2018-05-23,,,,,-100.00000000000001,-3.413650292201731,,
2018-05-24,,,,,-100.00000000000001,64.8614106120444,,
2018-05-25,,-28.552054557123753,-35.173985641012486,,-100.00000000000001,-43.339892695116106,,
2018-05-26,,,,,-100.00000000000001,-44.06292851116112,,
2018-05-27,,,,,-100.00000000000001,-17.265675404089315,,
2018-05-28,,,,,-100.00000000000001,5.56882004415259,,
2018-05-29,,,,,-99.78489233941124,1.0886471981251025,,
2018-05-30,,-63.564803913195135,-66.33610037824488,,-99.87468031756897,38.3832043887449,,
2018-05-31,,,,,-100.00000000000001,22.69382662136389,,
2018-06-01,,,,66.76717984115548,-100.00000000000001,9.183277031822637,,-21.40812904565057
2018-06-02,,,,,-100.00000000000001,10.219193868760113,,
2018-06-03,,,,,-100.00000000000001,30.639322172319908,,
2018-06-04,,-84.23166432082762,-60.870995565206265,,-100.00000000000001,17.354395049295384,,
2018-06-05,,,,,-100.00000000000001,76.66857711245817,,
2018-06-06,,,,,-32.292538698390736,,,
2018-06-07,,,,,-100.00000000000001,69.61801891868808,,
2018-06-08,,,,,-98.36895012352822,93.35345563985786,,
2018-06-09,,-75.11624503138566,-68.87468581077418,,1995.356140753087,56.2851084227664,,
2018-06-10,,,,,-100.00000000000001,69.33006470113202,,
2018-06-11,,,,,-99.99980903887644,36.253689272282834,,
2018-06-12,,,,,-100.00000000000001,63.15461298068167,,
2018-06-13,,,,,-100.00000000000001,78.43474429942874,,
2018-06-14,,-111.113009943721,-70.13921015938209,,-100.00000000000001,97.09663022174459,,
2018-06-15,,,,,-100.00000000000001,91.20386642050525,,
2018-06-16,,,,,-100.00000000000001,117.68136301314705,,
2018-06-17,,,,,-100.00000000000001,96.14080334325267,,
2018-06-18,,,,,-95.80557296553184,43.18415106854301,,
2018-06-19,,-73.9634548498963,-41.420345094144366,,-100.00000000000001,-4.912521199645509,,
2018-06-20,,,,,-98.57638830321702,29.302312952127078,,
2018-06-21,,,,,-100.00000000000001,18.34621621165678,,
2018-06-22,,,,,-98.4442287718557,-40.5160777624581,,
2018-06-23,,,,,-99.03196993577939,42.4362344926315,,
2018-06-24,,-74.85991470956742,-47.85374580054336,,-99.95788468903142,-9.415760899480006,,
2018-06-25,,,,,-77.10864991746963,26.750096033037437,,
2018-06-26,,,,,85.10854344573919,,,
2018-06-27,,,,,4420.616140680357,395.94625829995954,,
2018-06-28,,,,,89.15881888991753,,,
2018-06-29,,,,,-29.89301345312121,,,
2018-06-30,,,,,-41.52662456235308,,,
2018-07-01,,,,48.34178013186193,19.101016768217928,,,-24.628153996226537
2018-07-02,,,,,2442.7603125273736,,,
2018-07-03,,,,,-70.07520752562439,81.58248983427383,,
2018-07-04,,-36.22405187434242,-31.426266180009986,,-72.4723037058315,105.36666647674159,,
2018-07-05,,,,,-69.288571540194,84.84565460305353,,
2018-07-06,,,,,-100.00000000000001,59.99825045932862,,
2018-07-07,,,,,-100.00000000000001,47.595509056575786,,
2018-07-08,,,,,-100.00000000000001,-12.141310606597004,,
2018-07-09,,-47.415014754900795,-29.698045408105287,,-94.86349172851189,61.29172336912279,,
2018-07-10,,,,,-40.84421965933482,145.1628752502819,,
2018-07-11,,,,,250.77006490688845,,-42.80599875325435,
2018-07-12,,,,,1022.5534541372529,,-11.92722768308087,
2018-07-13,,,,,1821.3803106780888,,47.981268152008504,
2018-07-14,,,,,171.94635352953156,,,
2018-07-15,,,,,-17.50924210080818,,,
2018-07-16,,,,,2099.3053323187282,,,
2018-07-17,,,,,76.19162786434651,,-9.76291351047442,
2018-07-18,,,,,373.3378115190522,,,
2018-07-19,,,,,395.3576408936778,-30.95117902730872,-8.854847726882436,
2018-07-20,,,,,1843.8579840213679,,,
2018-07-21,,,,,2360.5212495117025,,20.150211844753283,
2018-07-22,,,,,1722.7186734760842,,-4.27650893483654,
2018-07-23,,,,,375.3133538963609,,-41.01796974613919,
2018-07-24,,33.31459155156734,1.639189454354727,,17.863300418216426,-6.276743952182429,-11.320042346869464,
2018-07-25,,,,,1248.1827794653477,,-18.606931060902134,
2018-07-26,,,,,6744.777405527778,,-3.938527383354689,
2018-07-27,,,,,2123.3038853837047,,-19.114404105219016,
2018-07-28,,,,,403.0250825222839,,-28.78649075693788,
2018-07-29,,-26.55728284665479,10.006175551193298,,164.08347323636764,226.56372616729826,-44.14195729088269,
2018-07-30,,,,,-30.889811617532747,,,
2018-07-31,,,,,522.4308955908846,,-49.17359193624346,
2018-08-01,,,,44.32966541086824,-99.45398788727984,33.04067092417802,-44.620447333422284,-22.811943380462708
2018-08-02,,,,,-97.32579219196285,86.74037182982062,-39.07430877726391,
2018-08-03,,,,,-81.03334965704349,40.244914823435245,,
2018-08-04,,,,,-82.67315249383269,,-34.23955951875086,
2018-08-05,,,,,806.447389400919,,-6.456086396970989,
2018-08-06,,,,,867.8736662320513,,-27.375064418131135,
2018-08-07,,,,,529.672465446911,,-17.229006128444002,
2018-08-08,,39.172990233878835,9.931295210204613,,42.98032361599678,,-23.622237577670987,
2018-08-09,,,,,-100.00000000000001,-46.63132937097361,-22.710736734203575,
2018-08-10,,,,,792.7324307447839,,,
2018-08-11,,,,,98.56443717647284,91.3244340034773,,
2018-08-12,,,,,-29.21213292926899,,-47.835441648980186,
2018-08-13,,,,,-83.16190987781323,,-31.614443696580626,
2018-08-14,,,,,-99.8348065145149,58.49168818695797,,
2018-08-15,,,,,143.10319092015783,71.43145525065476,,
2018-08-16,,,,,87.54361323651955,,-18.827231097857997,
2018-08-17,,,,,-33.81624846314856,,-41.72436567458205,
2018-08-18,,28.475768805475983,-7.957886690936365,,245.40337538132772,,-31.880059285924627,
2018-08-19,,,,,1082.2270395696814,,-68.7023626311525,
2018-08-20,,,,,131.72822056125506,,,
2018-08-21,,,,,-79.17394011817917,,-17.366673551471017,
2018-08-22,,,,,641.1893114554019,,-19.04914134420806,
2018-08-23,,,,,1341.6737225361317,,-53.410257625838604,
2018-08-24,,,,,-82.4433026265353,,-39.290663770457996,
2018-08-25,,,,,44.59908173562519,,,
2018-08-26,,,,,-99.09497784961205,,-44.83842830343422,
2018-08-27,,,,,1063.5484902613714,,-21.413123915096833,
2018-08-28,,,,,3442.2887858354757,,-41.95423400434771,
2018-08-29,,,,,1015.2206336187999,,-21.807387125125526,
2018-08-30,,,,,-95.26715064554804,,,
2018-08-31,,,,,-90.1818466016341,,-27.63820172234613,
2018-09-01,,,,42.01132611300015,1024.6481366879912,,,-21.305530547712166
2018-09-02,,,,,548.4014385669393,,-44.8172632389248,
2018-09-03,,,,,897.3414266353726,,-18.17660739501445,
2018-09-04,,,,,1979.8962318933172,,12.84113391212651,
2018-09-05,,,,,1755.8550180358777,,,
2018-09-06,,,,,1889.0311446075473,22.1077801918384,-35.65441415775291,
2018-09-07,,9.387659430795248,50.01420886049997,,3197.054937016261,35.48119503903526,16.24179074432401,
2018-09-08,,,,,594.8749078372251,,-41.84781918771472,
2018-09-09,,,,,-99.53625693251401,,-42.0826937072767,
2018-09-10,,,,,-100.00000000000001,,3.839056379082524,
2018-09-11,,,,,-99.71425393440387,,-26.42083554864761,
2018-09-12,,-12.739910835123323,58.711912748411166,,-72.64515339085598,-19.02594433455469,-48.08060481808819,
2018-09-13,,,,,-100.00000000000001,-24.534515176399335,-42.48818626940782,
2018-09-14,,,,,-100.00000000000001,-39.05143187984638,-34.01179143735793,
2018-09-15,,,,,-100.00000000000001,-48.57048570394884,-27.121177421920333,
2018-09-16,,,,,-100.00000000000001,-29.508718104907118,-44.93570665024242,
2018-09-17,,-13.823042215706055,33.14687952545972,,-100.00000000000001,-1.2478107351214534,-41.475726968618844,
2018-09-18,,,,,-100.00000000000001,-26.69303810421111,-35.34113301175021,
2018-09-19,,,,,-100.00000000000001,-45.9896504306214,-31.18338167839139,
2018-09-20,,,,,-100.00000000000001,-19.588865082738646,-0.5616395460817044,
2018-09-21,,,,,3109.180496077675,-58.28366039568034,-26.385290737379822,
2018-09-22,,,,,162.8240974467373,,,
2018-09-23,,,,,2606.862407357131,,,
2018-09-24,,,,,2690.541756830765,,-18.80663102825763,
2018-09-25,,,,,-100.00000000000001,,-54.377541709443754,
2018-09-26,,,,,-99.22053232475125,-48.427228599035146,,
2018-09-27,,-5.241803468103701,42.65750463771476,,-100.00000000000001,-11.78484121522679,-28.62631218902507,
2018-09-28,,,,,-100.00000000000001,-40.99787616106832,,
2018-09-29,,,,,-100.00000000000001,-23.572373826354905,-8.784252454627186,
2018-09-30,,,,,-100.00000000000001,-56.01515139067842,-35.44313967161964,
2018-10-01,,,,38.83073050774544,-100.00000000000001,-57.48818189868371,,-13.891274980069563
2018-10-02,,0.16616700355285965,36.31567955064145,,-62.03039920672861,-55.43044049310262,,
2018-10-03,,,,,-100.00000000000001,-62.25024913455562,,
2018-10-04,,,,,-100.00000000000001,61.35590233363113,42.52171729165457,
2018-10-05,,,,,-100.00000000000001,-9.323724393166783,28.658955911474276,
2018-10-06,,,,,-100.00000000000001,-41.46336551282476,-17.129726288843038,
2018-10-07,,-8.207201981786461,21.594006333563783,,-100.00000000000001,-40.89137024755866,-20.68132727637317,
2018-10-08,,,,,-100.00000000000001,-0.3004049335113509,10.10256163717852,
2018-10-09,,,,,-100.00000000000001,-4.891956394627358,-5.409479147268101,
2018-10-10,,,,,-100.00000000000001,42.44026003408433,17.2427270706229,
2018-10-11,,,,,-100.00000000000001,54.23823313698811,-6.709511408375127,
2018-10-12,,6.2440564657937,19.954506895475266,,-100.00000000000001,-49.390943328685914,38.31525409045196,
2018-10-13,,,,,-100.00000000000001,-10.150148306271099,-18.144071024607886,
2018-10-14,,,,,-100.00000000000001,-52.21142646949784,,
2018-10-15,,,,,-100.00000000000001,-14.906234148997097,-9.127416484084781,
2018-10-16,,,,,572.7689179010405,,73.98124113489396,
2018-10-17,,-8.754893495754034,1.3500983851242767,,-100.00000000000001,-42.44258773143367,-0.5355668747727964,
2018-10-18,,,,,-84.31652768005883,2.2949842852830162,-5.376970717365856,
2018-10-19,,,,,-100.00000000000001,24.495972290038676,3.9191591463229165,
2018-10-20,,,,,-100.00000000000001,20.616486009469178,7.250614086985656,
2018-10-21,,,,,-39.00937085131645,60.07631675834563,-4.4386938478063325,
2018-10-22,,-13.164209725260088,-2.6133109554827048,,-100.00000000000001,-27.136839221546047,-25.8015726586147,
2018-10-23,,,,,-100.00000000000001,-31.656438528458345,0.31759206398570994,
2018-10-24,,,,,-100.00000000000001,16.996691819759867,,
2018-10-25,,,,,-100.00000000000001,5.541059931914925,74.49815973923792,
2018-10-26,,,,,-100.00000000000001,61.44964373225516,3.764558344833933,
2018-10-27,,-37.91347533977784,-44.830532397402386,,-100.00000000000001,100.05159169848886,5.974242134099886,
2018-10-28,,,,,-100.00000000000001,8.409189458022809,-24.141602553767864,
2018-10-29,,,,,-100.00000000000001,74.21930476305343,2.8957112874233615,
2018-10-30,,,,,-100.00000000000001,96.80941657597182,166.30996588320306,
2018-10-31,,,,,-100.00000000000001,105.07247751025741,93.2688858230422,
2018-11-01,,-40.61016677933685,-54.31908731470035,22.42816512183239,-99.97386608972555,118.13069240008883,193.46754709589337,3.1596181230147713
2018-11-02,,,,,-98.34236648353625,50.85505401245706,42.443186982510305,
2018-11-03,,,,,-71.3754565601112,80.26337587827256,14.392593604474131,
2018-11-04,,,,,-100.00000000000001,37.04983765003801,-3.207409845532196,
2018-11-05,,,,,-100.00000000000001,324.16539835149285,-46.77764736352152,
2018-11-06,,12.147817145716857,-4.760057020804952,,-100.00000000000001,-50.388940662309466,-33.81474407672238,
2018-11-07,,,,,-100.00000000000001,-21.69507193717075,,
2018-11-08,,,,,-100.00000000000001,412.10592701393693,-34.733525498680926,
2018-11-09,,,,,-100.00000000000001,59.08146268438223,85.26436806878336,
2018-11-10,,,,,-100.00000000000001,349.71608593741536,-4.633183184836531,
2018-11-11,,-35.30302287968739,-43.33051542572128,,-100.00000000000001,15.341752065370137,-14.9857980457426,
2018-11-12,,,,,-100.00000000000001,18.395067647727803,123.81746819816125,
2018-11-13,,,,,1022.6983099244401,50.312934482491784,,
2018-11-14,,,,,-38.64805985028654,15.18340013550292,68.31028508628654,
2018-11-15,,,,,-100.00000000000001,123.2360407468845,4.966717254995843,
2018-11-16,,33.47062438837514,-4.037886718952036,,-100.00000000000001,-36.21629603421768,-30.271384288424393,
2018-11-17,,,,,-100.00000000000001,-9.94281630093655,-5.96096467931963,
2018-11-18,,,,,-64.14729461301036,12.11647296835647,42.144922115736485,
2018-11-19,,,,,-66.28166735781758,,-12.845182488497175,
2018-11-20,,,,,-100.00000000000001,45.80801946057477,59.78068459856248,
2018-11-21,,-6.01747848501997,-24.71469175565827,,-100.00000000000001,-5.6507224009276795,-29.262633072281094,
2018-11-22,,,,,-100.00000000000001,44.5080147331812,37.05088306416553,
2018-11-23,,,,,-100.00000000000001,-15.643129134001587,-33.135825286972455,
2018-11-24,,,,,-100.00000000000001,-63.06077705858235,-31.507265344370126,
2018-11-25,,,,,-100.00000000000001,-33.274417200239725,15.090950981195657,
2018-11-26,,-3.7495106570798264,-23.62572926576649,,-100.00000000000001,-14.92258623676835,64.55694583334821,
2018-11-27,,,,,-90.83491880424316,15.819271271546782,11.192274123684953,
