date,retail_and_recreation_percent_change_from_baseline,ndti_change_from_baseline,ndvi_change_from_baseline,tmmx_change_from_baseline,Precipitation (mm/day)_change_from_baseline,aod_change_from_baseline,NO2_column_number_density_change_from_baseline,avg_rad_change_from_baseline
2017-08-03,,-31.070054278184756,-1.1672413976584897,,-97.256715240017,219.18110116779556,,
2017-08-04,,,,,5.866158016560647,,,
2017-08-05,,,,,-70.80588222632221,,,
2017-08-06,,,,,50.9576649013241,87.36737745128357,,
2017-08-07,,,,,1693.9513321608824,,,
2017-08-08,,,,,439.3238643335388,404.97051943347225,,
2017-08-09,,,,,1231.6167280608124,,,
2017-08-10,,,,,25.175468912837303,,,
2017-08-11,,,,,-6.428085884557092,,,
2017-08-12,,,,,-97.16639349614483,,,
2017-08-13,,,,,-93.8047714597484,,,
2017-08-14,,,,,-85.41887916011564,,,
2017-08-15,,,,,-84.9986542181859,16.473741473300027,,
2017-08-16,,,,,-99.39855216126111,-1.9876687446674552,,
2017-08-17,,,,,-99.7145169985463,-0.2582877294022228,,
2017-08-18,,,,,-80.92178664222948,-23.856405325831197,,
2017-08-19,,,,,849.4419868158145,,,
2017-08-20,,,,,-87.84456076355383,,,
2017-08-21,,,,,-34.29558617804328,,,
2017-08-22,,,,,1416.2333079555208,,,
2017-08-23,,,,,1534.6007404471543,,,
2017-08-24,,,,,-85.18697303787798,,,
2017-08-25,,,,,657.7490002338528,,,
2017-08-26,,,,,-35.523175348193845,,,
2017-08-27,,,,,117.05860288304633,-10.906299487571195,,
2017-08-28,,,,,-35.086692571071474,,,
2017-08-29,,,,,-2.456170157248906,,,
2017-08-30,,,,,589.9563857864812,,,
2017-08-31,,,,,2187.2088292497665,,,
2017-09-01,,,,46.26794253356535,365.22742507120677,,,-16.715132607764502
2017-09-02,,,,,-9.413754802376966,,,
2017-09-03,,,,,-99.1640728207138,-28.336302333693403,,
2017-09-04,,,,,-93.9551249535366,-11.503705336354509,,
2017-09-05,,,,,-100.00000000000001,-29.002553845081803,,
2017-09-06,,,,,157.35937045759346,-26.738087425708397,,
2017-09-07,,,,,-19.876258303427946,,,
2017-09-08,,,,,-100.00000000000001,-16.140371127822018,,
2017-09-09,,,,,-100.00000000000001,30.75075382782515,,
2017-09-10,,,,,-100.00000000000001,-0.6837655382814021,,
2017-09-11,,,,,99.10202605871693,32.18520164689222,,
2017-09-12,,11.629773044582024,53.782893519442,,-100.00000000000001,-40.92410063235027,,
2017-09-13,,,,,-100.00000000000001,56.92746648635419,,
2017-09-14,,,,,-99.14140161583686,,,
2017-09-15,,,,,-69.39215973226219,-22.640706054512574,,
2017-09-16,,,,,130.13448877089172,,,
2017-09-17,,17.199612122800104,-6.186340137546934,,88.87684851061246,-26.07532621755263,,
2017-09-18,,,,,-100.00000000000001,-60.66398725575365,,
2017-09-19,,,,,-100.00000000000001,39.486042742364845,,
2017-09-20,,,,,-100.00000000000001,20.941523466625238,,
2017-09-21,,,,,-99.86459668401147,,,
2017-09-22,,,,,8010.025474858899,,,
2017-09-23,,,,,299.82893426466853,,,
2017-09-24,,,,,-100.00000000000001,-23.51108821709674,,
2017-09-25,,,,,-100.00000000000001,-38.16849161538844,,
2017-09-26,,,,,-100.00000000000001,-10.298120705734501,,
2017-09-27,,,,,-100.00000000000001,-13.850113818929943,,
2017-09-28,,,,,-100.00000000000001,-27.103369671621763,,
2017-09-29,,,,,-100.00000000000001,-7.464525244925401,,
2017-09-30,,,,,-100.00000000000001,-53.03960620536907,,
2017-10-01,,,,44.058250490733066,-100.00000000000001,-65.11005568075922,,4.450229300541896
2017-10-02,,33.1762475316723,45.573739788613246,,-100.00000000000001,-77.33931408840022,,
2017-10-03,,,,,-100.00000000000001,-31.14242472854122,,
2017-10-04,,,,,-100.00000000000001,-38.54054900068633,,
2017-10-05,,,,,-100.00000000000001,-49.25825684755404,,
2017-10-06,,,,,-100.00000000000001,-60.57798664299084,,
2017-10-07,,52.777757426388334,28.90881700521146,,-100.00000000000001,-42.92267115926114,,
2017-10-08,,,,,-100.00000000000001,24.01724170601432,,
2017-10-09,,,,,-100.00000000000001,-31.409197695393434,,
2017-10-10,,,,,-100.00000000000001,26.06862339862111,,
2017-10-11,,,,,-100.00000000000001,43.65037867830277,,
2017-10-12,,,,,-100.00000000000001,117.4751447764691,,
2017-10-13,,,,,-100.00000000000001,6.6670128911623845,,
2017-10-14,,,,,-100.00000000000001,-30.883376535134285,,
2017-10-15,,,,,-100.00000000000001,-22.795055257439074,,
2017-10-16,,,,,-100.00000000000001,8.022747482540868,,
