date,ndti,ndvi,tmmx,Precipitation (mm/day),aod,NO2_column_number_density,avg_rad,retail_and_recreation_percent_change_from_baseline
2017-04-22,,,,0.8967883586883545,1096.41432732358,,,
2017-04-23,,,,0.0,624.1258715812758,,,
2017-04-24,,,,0.0,794.9072605097438,,,
2017-04-25,,,,1.0110517740249634,648.4854479922683,,,
2017-04-26,,,,0.3275823593139648,562.5228965576108,,,
2017-04-27,,,,2.1933188438415527,617.6916729560139,,,
2017-04-28,,,,0.197947159409523,756.2988862118926,,,
2017-04-29,,,,0.8535318970680237,1048.3900327369954,,,
2017-04-30,-0.0320000990406954,0.13029826947845147,,0.8489131927490234,638.1274423807407,,,
2017-05-01,,,403.3882562400962,0.0,306.854685891545,,23.60255981906514,
2017-05-02,,,,0.006504101678729,706.4587485936718,,,
2017-05-03,,,,1.5172126293182373,985.838511047122,,,
2017-05-04,,,,0.0,609.8883869126286,,,
2017-05-05,,,,0.0,780.0637078670557,,,
2017-05-06,,,,0.0,726.8246089314273,,,
2017-05-07,,,,0.0,636.933891270233,,,
2017-05-08,,,,0.0967407301068306,992.4770077751167,,,
2017-05-09,,,,0.1609392613172531,493.438352575853,,,
2017-05-10,,,,6.958045959472656,862.782483150313,,,
2017-05-11,,,,0.4546093940734863,758.9397242268662,,,
2017-05-12,,,,0.0106940791010856,1093.985450882823,,,
2017-05-13,,,,0.0,769.8702511331466,,,
2017-05-14,,,,0.0,558.2564960759236,,,
2017-05-15,,,,0.0,403.3187383909717,,,
2017-05-16,,,,0.6429264545440674,613.5993196530433,,,
2017-05-17,,,,0.1549942791461944,676.0577504901892,,,
2017-05-18,,,,0.0048197582364082,702.6024828539009,,,
2017-05-19,,,,1.1136634349822998,442.44116963661463,,,
2017-05-20,-0.0509253163235993,0.0663540823642828,,0.203526109457016,,,,
2017-05-21,,,,2.975951910018921,1004.6127688334019,,,
2017-05-22,,,,1.615455150604248,,,,
2017-05-23,,,,0.0,680.9445696685266,,,
2017-05-24,,,,0.0419955477118492,620.8840685030933,,,
2017-05-25,,,,0.0001297233684454,286.9783671500082,,,
2017-05-26,,,,0.0,649.0458359860397,,,
2017-05-27,,,,0.5422428846359253,648.5618319434296,,,
2017-05-28,,,,4.0310258865356445,740.0579124400592,,,
2017-05-29,,,,2.599629640579224,727.9803009093682,,,
2017-05-30,,,,0.0,951.1519368808097,,,
2017-05-31,,,,1.2320719957351685,,,,
2017-06-01,,,385.260348150161,0.0,900.8028951925241,,23.338047868657892,
2017-06-02,,,,0.0,623.3166706092342,,,
2017-06-03,,,,0.0,595.1759714383081,,,
2017-06-04,,,,0.0049807820469141,558.2613856618207,,,
2017-06-05,,,,0.0120128383859992,935.838843204622,,,
2017-06-06,,,,0.0015878768172115,984.307431649191,,,
2017-06-07,,,,0.0265119262039661,609.0313823947786,,,
2017-06-08,,,,0.7684714794158936,482.3975423788006,,,
2017-06-09,,,,0.0017303784843534,1372.8343030766778,,,
2017-06-10,,,,2.4991087913513184,702.1244386062901,,,
2017-06-11,,,,0.0078580686822533,568.7228642522091,,,
2017-06-12,,,,0.2172355353832245,556.4382415859646,,,
2017-06-13,,,,0.0,573.0888359868192,,,
2017-06-14,,,,2.105311155319214,883.0746758743419,,,
2017-06-15,,,,15.25335693359375,780.3395004968579,,,
2017-06-16,,,,18.3682861328125,986.5507651768082,,,
2017-06-17,,,,7.118764877319336,,,,
2017-06-18,,,,5.086780071258545,1202.673576739762,,,
2017-06-19,,,,13.687796592712402,1205.6983499170788,,,
2017-06-20,,,,8.584295272827148,863.3599840987038,,,
2017-06-21,,,,1.7187886238098145,,,,
2017-06-22,,,,0.1404003649950027,,,,
2017-06-23,,,,0.005858227610588,880.5341189726986,,,
2017-06-24,,,,0.003720372216776,716.3529605061335,,,
2017-06-25,,,,0.0400825329124927,1376.323721958656,,,
2017-06-26,,,,0.0332807824015617,1365.0019288058268,,,
2017-06-27,,,,6.523298263549805,,,,
2017-06-28,,,,57.52842330932617,,,,
2017-06-29,,,,6.3130316734313965,,,,
2017-06-30,,,,24.55071258544922,,,,
2017-07-01,,,355.5578324533697,11.00340461730957,,,21.690533459477336,
2017-07-02,,,,14.190553665161133,,,,
2017-07-03,,,,0.2068299651145935,,,,
2017-07-04,,,,0.165860116481781,,,,
2017-07-05,,,,0.8444414138793945,,,,
2017-07-06,,,,2.470691442489624,,,,
2017-07-07,,,,0.2629367113113403,1430.4558846014706,,,
2017-07-08,,,,0.024444805458188,1103.1680105407183,,,
2017-07-09,,,,1.8595857620239256,740.7978062105502,,,
2017-07-10,,,,0.489115297794342,,,,
2017-07-11,,,,17.01439666748047,,,,
2017-07-12,,,,1.9638530015945437,,,,
2017-07-13,,,,0.1566558480262756,,,,
2017-07-14,-0.10017257838632862,0.23488470742318737,,0.0200038161128759,,,,
2017-07-15,,,,1.627640724182129,,,,
2017-07-16,,,,4.680228233337402,,,,
2017-07-17,,,,19.12157821655273,,,,
2017-07-18,,,,0.7816311120986938,307.0,,,
2017-07-19,-0.09591779675071177,0.27619993927556696,,4.470020771026611,714.2286307241151,,,
2017-07-20,,,,25.16642570495605,,,,
2017-07-21,,,,0.0273441467434167,321.98177153076443,,,
2017-07-22,,,,5.713107109069824,1330.1519682083544,,,
2017-07-23,,,,3.2628602981567383,,,,
2017-07-24,,,,1.2578065395355225,,,,
2017-07-25,,,,4.747379302978516,,,,
2017-07-26,,,,0.4531934857368469,,,,
2017-07-27,,,,0.1454043090343475,548.8032786885246,,,
2017-07-28,,,,4.608054161071777,156.4528511090664,,,
2017-07-29,,,,0.4281745553016662,,,,
2017-07-30,,,,7.202971935272217,,,,
2017-07-31,,,,14.783205032348633,,,,
2017-08-01,,,345.35824615114325,1.4843814373016355,,,23.44428791956304,
2017-08-02,,,,0.7203883528709412,,,,
2017-08-03,-0.05475250276055825,0.23196224439107666,,0.024670947343111,2478.343649956421,,,
2017-08-04,,,,0.9520770311355592,,,,
2017-08-05,,,,0.262548953294754,,,,
2017-08-06,,,,1.357594609260559,1454.8503918822535,,,
2017-08-07,,,,16.13338851928711,,,,
2017-08-08,,,,4.850255012512207,3920.941671277789,,,
2017-08-09,,,,11.97551441192627,,,,
2017-08-10,,,,1.12572979927063,,,,
2017-08-11,,,,0.8415122628211975,,,,
2017-08-12,,,,0.0254832301288843,,,,
2017-08-13,,,,0.0557150170207023,,,,
2017-08-14,,,,0.1311311423778534,,,,
2017-08-15,,,,0.1349103152751922,904.3829866833736,,,
2017-08-16,,,,0.0054089492186903,761.0357815526811,,,
2017-08-17,,,,0.0025674097705632,774.4638963184253,,,
2017-08-18,,,,0.1715744584798813,591.231729119124,,,
2017-08-19,,,,8.538535118103027,,,,
2017-08-20,,,,0.1093164682388305,,,,
2017-08-21,,,,0.5908938646316528,,,,
2017-08-22,,,,13.63581085205078,,,,
2017-08-23,,,,14.70031452178955,,,,
2017-08-24,,,,0.1332167237997055,,,,
2017-08-25,,,,6.81459903717041,,,,
2017-08-26,,,,0.579853892326355,,,,
2017-08-27,,,,1.952054500579834,691.7853410124635,,,
2017-08-28,,,,0.5837792754173279,,,,
2017-08-29,,,,0.877232551574707,,,,
2017-08-30,,,,6.204925537109375,,,,
2017-08-31,,,,20.569358825683597,,,,
2017-09-01,,,347.04913989527495,4.183889865875244,,,24.551687354489584,
2017-09-02,,,,0.8146615028381348,,,,
2017-09-03,,,,0.0075176721438765,556.4466987358329,,,
2017-09-04,,,,0.0543628558516502,687.1466672740688,,,
2017-09-05,,,,0.0,551.2734594792415,,,
2017-09-06,,,,2.314487934112549,568.8563487870997,,,
2017-09-07,,,,0.7205699682235718,,,,
2017-09-08,,,,0.0,651.1443752235359,,,
2017-09-09,,,,0.0,1015.2396219281572,,,
2017-09-10,,,,0.0,771.1601912369683,,,
2017-09-11,,,,1.79056715965271,1026.3776706114024,,,
2017-09-12,-0.08866987189356822,0.36093118955882914,,0.0,458.7062940995068,,,
2017-09-13,,,,0.0,1218.4937912904409,,,
2017-09-14,,,,0.0077215591445565,,,,
2017-09-15,,,,0.2752628624439239,600.6712622190028,,,
2017-09-16,,,,2.069648742675781,,,,
2017-09-17,-0.09309411198707934,0.2201823302716162,,1.6986099481582642,574.0024869063701,,,
2017-09-18,,,,0.0,305.4321106187851,,,
2017-09-19,,,,0.0,1083.0664692342048,,,
2017-09-20,,,,0.0,939.0739476833677,,,
2017-09-21,,,,0.0012177110183984,,,,
2017-09-22,,,,72.93519592285156,,,,
2017-09-23,,,,3.595747232437134,,,,
2017-09-24,,,,0.0,593.9130108758513,,,
2017-09-25,,,,0.0,480.1027554938792,,,
2017-09-26,,,,0.0,696.5076632818225,,,
2017-09-27,,,,0.0,668.9275229020541,,,
2017-09-28,,,,0.0,566.0200438452063,,,
2017-09-29,,,,0.0,718.5096655656286,,,
2017-09-30,,,,0.0,364.63309805799776,,,
2017-10-01,,,341.80621578206814,0.0,270.9097488371219,,30.79106029927748,
2017-10-02,-0.10578468884984132,0.3416641595691461,,0.0,175.95329681861733,,,
2017-10-03,,,,0.0,534.6580164083804,,,
2017-10-04,,,,0.0,477.213843666397,,,
2017-10-05,,,,0.0,393.9941195436684,,,
2017-10-06,,,,0.0,306.09987907923994,,,
2017-10-07,-0.1213545796046209,0.3025512890380762,,0.0,443.18800508979587,,,
2017-10-08,,,,0.0,962.9559593054712,,,
2017-10-09,,,,0.0,532.5866058957929,,,
2017-10-10,,,,0.0,978.8843108679786,,,
2017-10-11,,,,0.0,1115.4012643876667,,,
2017-10-12,,,,0.0,1688.6279986758088,,,
2017-10-13,,,,0.0,828.2367379879975,,,
2017-10-14,,,,0.0,536.6694464172807,,,
2017-10-15,,,,0.0,599.4727878558617,,,
2017-10-16,,,,0.0,838.7636025275203,,,
2017-10-17,,,,0.0,579.8766293403546,,,
2017-10-18,,,,0.0,580.9173001645436,,,
2017-10-19,,,,0.0,619.3690223673343,,,
2017-10-20,,,,0.0,1378.9789135507547,,,
2017-10-21,,,,0.0,1488.2875592929627,,,
2017-10-22,-0.05524838099986843,0.1840357424637059,,0.0,977.0067509811253,,,
2017-10-23,,,,0.0,874.0154530286339,,,
2017-10-24,,,,0.0,1280.8472799806282,,,
2017-10-25,,,,0.0,1232.9533706808334,,,
2017-10-26,,,,0.0,1096.2562304629796,,,
2017-10-27,-0.03417607731775412,0.11082691736933106,,0.0475674867630004,1522.492921142284,,,
2017-10-28,,,,0.0,1042.882776210364,,,
2017-10-29,,,,0.0,1661.600163272176,,,
2017-10-30,,,,0.0,1254.970091949031,,,
2017-10-31,,,,0.0,3230.4207844074344,,,
2017-11-01,-0.04547988469270048,0.12448107460459418,277.8011944344206,0.0,1213.784189340638,,28.316452346094728,
2017-11-02,,,,0.0,1569.5690901663497,,,
2017-11-03,,,,0.0,2227.745435081669,,,
2017-11-04,,,,0.0,1569.5189531138853,,,
2017-11-05,,,,0.0,1526.8291281174259,,,
2017-11-06,,,,0.0,2017.3399173021555,,,
2017-11-07,,,,0.0,3219.7872006914686,,,
2017-11-08,,,,0.0,3799.6476547088905,,,
2017-11-09,,,,0.0,2298.583747867128,,,
2017-11-10,,,,0.0,2496.9878573267792,,,
2017-11-11,-0.012909762355003601,0.0181942364415304,,0.0,3668.2104955974673,,,
2017-11-12,,,,0.0,3464.299189525679,,,
2017-11-13,,,,0.0,2021.940920095215,,,
2017-11-14,,,,0.0,1928.2707694939481,,,
2017-11-15,,,,0.0,2392.140700866339,,,
2017-11-16,-0.024268667094172764,0.038106268288215,,0.0,2080.102986177166,,,
2017-11-17,,,,0.452889084815979,1678.1536459527083,,,
2017-11-18,,,,0.0,,,,
2017-11-19,,,,0.0,1657.5002046330142,,,
2017-11-20,,,,0.0,1098.3736676954325,,,
2017-11-21,-0.056570037949510474,0.12255656483799027,,0.0,1351.4696332867757,,,
2017-11-22,,,,0.0,843.53182301275,,,
2017-11-23,,,,0.0,700.6909016199627,,,
2017-11-24,,,,0.0,783.3633177180781,,,
2017-11-25,,,,0.0,730.3748740268104,,,
2017-11-26,,,,0.0,1061.8551401841446,,,
2017-11-27,,,,0.0,870.8688472842018,,,
2017-11-28,,,,0.0,519.346313769264,,,
2017-11-29,,,,0.0,607.100560068341,,,
2017-11-30,,,,0.0,767.2682594722892,,,
2017-12-01,-0.06411319888597983,0.14590861033830255,232.49921521022117,0.0,610.3483105236702,,25.831714306522453,
2017-12-02,,,,0.0,767.6715659453821,,,
2017-12-03,,,,0.0432627126574516,,,,
2017-12-04,,,,0.2454667091369629,,,,
2017-12-05,,,,0.0308099426329135,,,,
2017-12-06,-0.08676282074139154,0.14286058272154614,,0.0246351156383752,442.571015195179,,,
2017-12-07,,,,0.0063877236098051,382.27107132271544,,,
2017-12-08,,,,0.0,402.8015086396041,,,
2017-12-09,,,,0.0,577.0917782870346,,,
2017-12-10,,,,0.0,665.3736585577157,,,
2017-12-11,,,,1.258147954940796,,,,
2017-12-12,,,,0.0,3049.812964275131,,,
2017-12-13,,,,0.0,1216.9006436810892,,,
2017-12-14,,,,0.0,893.3646820650927,,,
2017-12-15,,,,0.0007082776282913,718.2835478994995,,,
2017-12-16,,,,0.0,567.6721986485052,,,
2017-12-17,,,,0.0,243.94923608651942,,,
2017-12-18,,,,0.0022829072549939,392.20506690525417,,,
2017-12-19,,,,0.0244918651878833,,,,
2017-12-20,,,,0.0318307280540466,,,,
2017-12-21,-0.049115102919744,0.10799309070532345,,0.0053999894298613,1826.262333509629,,,
2017-12-22,,,,0.0,609.0115570958117,,,
2017-12-23,,,,0.0,366.93673043154973,,,
2017-12-24,,,,0.0,689.8877853033822,,,
2017-12-25,,,,0.0,1587.6633260644726,,,
2017-12-26,-0.07970498402854832,0.205363168666915,,0.0007003992795944,937.4366051465826,,,
2017-12-27,,,,0.0,545.3956443960435,,,
2017-12-28,,,,0.0,837.1304305383771,,,
2017-12-29,,,,0.0,853.048272979544,,,
2017-12-30,,,,0.0,1514.1570468078814,,,
2017-12-31,-0.0568032558615857,0.1457920378377401,,0.0,1174.0618210118541,,,
2018-01-01,,,229.81683556510225,0.0,2967.9434343603425,,27.97886697678416,
2018-01-02,,,,0.0,1836.5854357238481,,,
2018-01-03,,,,0.0,1052.0744607771435,,,
2018-01-04,,,,0.0,809.4289705781473,,,
2018-01-05,,,,0.0,1219.7499979786735,,,
2018-01-06,,,,0.0,936.9341775388907,,,
2018-01-07,,,,0.0,584.3298171487395,,,
2018-01-08,,,,0.0,508.0956251129852,,,
2018-01-09,,,,0.0,827.3629878568382,,,
2018-01-10,-0.0946994735010519,0.24387064800344216,,0.0,474.1711969930085,,,
2018-01-11,,,,0.0292046871036291,418.4924597392404,,,
2018-01-12,,,,0.0,778.3916528037604,,,
2018-01-13,,,,0.0,586.4235765237261,,,
2018-01-14,,,,0.0,514.0586671121093,,,
2018-01-15,-0.09054209568789928,0.25986458460481765,,0.0,575.3779469470586,,,
2018-01-16,,,,0.0,364.1875965558328,,,
2018-01-17,,,,0.0,960.9061785762683,,,
2018-01-18,,,,0.0,711.9776529145711,,,
2018-01-19,,,,0.0,755.2569651524693,,,
2018-01-20,-0.1058445604470821,0.2754912414112514,,0.0,456.0510002374547,,,
2018-01-21,,,,0.0,360.087564481787,,,
2018-01-22,,,,0.0102208349853754,787.7414765998748,,,
2018-01-23,,,,5.550449371337891,,,,
2018-01-24,,,,0.0,3224.870365485052,,,
2018-01-25,,,,0.0,862.2514019961754,,,
2018-01-26,,,,0.0,1105.1692225798267,,,
2018-01-27,,,,0.0,970.674887981937,,,
2018-01-28,,,,0.0,438.9238415593595,,,
2018-01-29,,,,0.0,370.5608035231111,,,
2018-01-30,-0.1037832814516889,0.30166764468152335,,0.0,438.5386447934211,,,
2018-01-31,,,,0.0004666234890464,520.2661295445845,,,
2018-02-01,,,264.6092995087829,0.006149620283395,621.428641446824,,30.065196873806148,
2018-02-02,,,,0.0008267861558124,684.2535727865342,,,
2018-02-03,,,,0.0,317.0985598130775,,,
2018-02-04,,,,7.731969526503235e-05,332.2405861507712,,,
2018-02-05,,,,0.6547442674636841,,,,
2018-02-06,,,,0.0312280878424644,,,,
2018-02-07,,,,0.0,222.85389075295944,,,
2018-02-08,,,,1.4540338270307984e-05,456.6659382165872,,,
2018-02-09,-0.09287047234184155,0.2988456473324379,,0.0,538.7553165109653,,,
2018-02-10,,,,0.0001954410690814,560.2800117226851,,,
2018-02-11,,,,0.331201821565628,393.0820606393077,,,
2018-02-12,,,,0.1721457093954086,2092.8561231473113,,,
2018-02-13,,,,0.0028558392077684,1262.1657084712415,,,
2018-02-14,-0.105143487746269,0.3443685276694477,,0.0029385834932327,174.6724874655963,,,
2018-02-15,,,,0.0039132554084062,544.4776181525435,,,
2018-02-16,,,,0.0,1267.3923591311977,,,
2018-02-17,,,,0.0,822.4567735787085,,,
2018-02-18,,,,0.0,451.0244042324195,,,
2018-02-19,-0.0824318339225428,0.31041496108297023,,0.0005228591617196,395.02049140407223,,,
2018-02-20,,,,0.0018772919429466,450.64770851389824,,,
2018-02-21,,,,3.668724457384087e-05,572.1856225575209,,,
2018-02-22,,,,0.0135460831224918,702.7031343173902,,,
2018-02-23,,,,0.0299796741455793,937.1366406681789,,,
2018-02-24,-0.07236796549853941,0.24541552583960385,,0.0800671279430389,999.0348732103474,,,
2018-02-25,,,,0.0,720.4307841266325,,,
2018-02-26,,,,0.0053066513501107,220.44612838398683,,,
2018-02-27,,,,0.0002703146601561,348.25964450331645,,,
2018-02-28,,,,0.0049695996567606,909.8686148591308,,,
2018-03-01,,,329.1692498137934,0.0620435960590839,,,28.349927245851685,
2018-03-02,,,,0.0164523217827081,757.3711182318566,,,
2018-03-03,,,,0.0345971956849098,735.0025072929354,,,
2018-03-04,,,,0.1522369533777237,533.1266004575534,,,
2018-03-05,,,,0.0,317.68255930430655,,,
2018-03-06,-0.10498691788494588,0.33029021490526633,,0.0,265.48797429526496,,,
2018-03-07,,,,0.0,150.1197228175028,,,
2018-03-08,,,,0.0,658.7274951423299,,,
2018-03-09,,,,0.0,463.9431808118468,,,
2018-03-10,,,,0.0,269.2606262367567,,,
2018-03-11,-0.10646110390619873,0.2993505132619088,,0.0,352.1815669528906,,,
2018-03-12,,,,0.0,480.4625020612924,,,
2018-03-13,,,,0.0,255.21547761736917,,,
2018-03-14,,,,0.0,822.3026815676535,,,
2018-03-15,,,,0.1625908613204956,263.3028279249635,,,
2018-03-16,-0.07686909316328346,0.2757788203808108,,0.0,521.7121542491402,,,
2018-03-17,,,,0.0,201.323025413558,,,
2018-03-18,,,,0.0,167.39919108762047,,,
2018-03-19,,,,4.1408489778405055e-05,550.1927340157794,,,
2018-03-20,,,,0.0713227391242981,734.6727525170227,,,
2018-03-21,,,,0.0110150817781686,1165.055759974879,,,
2018-03-22,,,,0.0,981.7406976795469,,,
2018-03-23,,,,0.0,420.0770590838363,,,
2018-03-24,,,,0.0,263.675670794897,,,
2018-03-25,,,,0.0,492.55323384905887,,,
2018-03-26,-0.06302478339066114,0.23036089130456427,,0.0,606.1030202699872,,,
2018-03-27,,,,0.0,476.406924952173,,,
2018-03-28,,,,0.0,402.6149485743442,,,
2018-03-29,,,,0.0,340.4653692195873,,,
2018-03-30,,,,0.0,247.59628231738665,,,
2018-03-31,-0.05853742951364323,0.18408717387205,,0.0,511.1430887564924,,,
2018-04-01,,,379.5661862409899,0.0,509.50255503278396,,26.89688851402232,
2018-04-02,,,,0.0,763.455375418692,,,
2018-04-03,,,,0.0,589.6241481326349,,,
2018-04-04,,,,0.0,876.0949246336362,,,
2018-04-05,-0.04437364579480679,0.12664041179939337,,0.0,696.5368242488593,,,
2018-04-06,,,,6.0799560546875,,,,
2018-04-07,,,,0.0094794165343046,518.9878048460694,,,
2018-04-08,,,,0.0052051348611712,612.8615536344789,,,
2018-04-09,,,,3.719105005264282,,,,
2018-04-10,-0.04598848851910368,0.12389944631716093,,0.1617777347564697,790.7533629741141,,,
2018-04-11,,,,5.063092708587647,1054.8050817192334,,,
2018-04-12,,,,0.071484126150608,392.82771670088255,,,
2018-04-13,,,,0.0,307.4190667513117,,,
2018-04-14,,,,0.0,410.8246256296169,,,
2018-04-15,-0.04871449423138027,0.14073646754997093,,0.0268036928027868,781.7806603982701,,,
2018-04-16,,,,0.0016884396318346,807.9569899627195,,,
2018-04-17,,,,0.0,486.89526576589253,,,
2018-04-18,,,,0.0,488.15846867970413,,,
2018-04-19,,,,0.0037515731528401,696.5480262248059,,,
2018-04-20,-0.0191580987973222,0.12173547649487174,,0.0171337276697158,657.6813883241058,,,
2018-04-21,,,,0.0,911.191063008423,,,
2018-04-22,,,,0.0,286.6287628502985,,,
2018-04-23,,,,0.0,319.486245733934,,,
2018-04-24,,,,0.0,350.6524678312611,,,
2018-04-25,-0.05594247869893855,0.15056029651847652,,0.0022324400488287,432.77448326219456,,,
2018-04-26,,,,0.0,561.7894707329203,,,
2018-04-27,,,,0.0007239611586555,949.8755217073865,,,
2018-04-28,,,,0.0004349910013843,722.7678552009218,,,
2018-04-29,,,,1.5972719192504885,844.6093105706884,,,
