date,Precipitation (mm/day)
2019-06-22,0.0
2019-06-23,0.0
2019-06-24,2.4001808166503906
2019-06-25,0.08895174413919449
2019-06-26,0.0008285358198918402
2019-06-27,0.04603349789977074
2019-06-28,1.0532008673180826e-05
2019-06-29,0.0023981863632798195
2019-06-30,0.15862149000167847
2019-07-01,1.0657266784619424e-06
2019-07-02,0.32104289531707764
2019-07-03,0.21750938892364502
2019-07-04,40.01171112060547
2019-07-05,1.679244875907898
2019-07-06,3.2832190990448
2019-07-07,2.916388988494873
2019-07-08,5.716965198516846
2019-07-09,4.5457963943481445
2019-07-10,0.154865100979805
2019-07-11,0.11073668301105499
2019-07-12,0.0898347720503807
2019-07-13,0.018393144011497498
2019-07-14,0.45739760994911194
2019-07-15,9.28262996673584
2019-07-16,0.5906116366386414
2019-07-17,25.978403091430664
2019-07-18,24.4445743560791
2019-07-19,0.293598473072052
2019-07-20,10.675135612487793
2019-07-21,5.430483341217041
2019-07-22,1.7071744203567505
2019-07-23,0.8790960311889648
2019-07-24,9.98961067199707
2019-07-25,3.0719006061553955
2019-07-26,22.19106674194336
2019-07-27,8.233152389526367
2019-07-28,0.8197715282440186
2019-07-29,0.03212409093976021
2019-07-30,2.2157301902770996
2019-07-31,1.902241826057434
2019-08-01,0.0
2019-08-02,12.908958435058594
2019-08-03,9.766462326049805
2019-08-04,7.031282424926758
2019-08-05,4.229480266571045
2019-08-06,18.591533660888672
2019-08-07,0.23096373677253723
2019-08-08,0.04345446825027466
2019-08-09,0.19832026958465576
2019-08-10,0.027396947145462036
2019-08-11,0.016674548387527466
2019-08-12,2.3065810203552246
2019-08-13,23.625473022460938
2019-08-14,21.59661102294922
2019-08-15,23.298307418823242
2019-08-16,1.3190265893936157
2019-08-17,5.6275177001953125
2019-08-18,2.38923716545105
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.03066590242087841
2019-08-22,1.0617014169692993
2019-08-23,0.07133407890796661
2019-08-24,1.773582100868225
2019-08-25,6.812808990478516
2019-08-26,0.15935118496418
2019-08-27,0.054376423358917236
2019-08-28,0.1210533082485199
2019-08-29,0.4543890655040741
2019-08-30,1.54651939868927
2019-08-31,1.6317951679229736
2019-09-01,12.266926765441895
2019-09-02,1.7513952255249023
2019-09-03,1.3103467226028442
2019-09-04,0.8723399639129639
2019-09-05,5.06815242767334
2019-09-06,6.517253398895264
2019-09-07,2.9267361164093018
2019-09-08,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.05862545594573021
2019-09-12,0.5592536926269531
2019-09-13,0.004222768358886242
2019-09-14,0.6413905620574951
2019-09-15,0.7313212752342224
2019-09-16,1.3036456108093262
2019-09-17,1.921721339225769
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-21,10.843032836914062
2019-09-22,3.48363995552063
2019-09-23,0.0
2019-09-24,0.8509898781776428
2019-09-25,2.032425880432129
2019-09-26,1.386836051940918
2019-09-27,0.6213425397872925
2019-09-28,0.07201378792524338
2019-09-29,2.0548412799835205
2019-09-30,0.0
2019-10-01,0.032574865967035294
2019-10-02,0.0
2019-10-03,19.24786376953125
2019-10-04,0.7608661651611328
2019-10-05,0.0
2019-10-06,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,0.0
2019-10-12,0.0
2019-10-13,0.0
2019-10-14,0.001694336300715804
2019-10-15,0.0
2019-10-16,0.0
2019-10-17,0.0
2019-10-18,11.985498428344727
2019-10-19,0.0
2019-10-20,0.0
2019-10-21,0.0
